text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
so of course I feel happy because she she's a great woman now but at the same time a bit sad because she won't be around anymore I mean in the house we want to share like the same things as we have for the last 25 years so I guess I feel happy sad,1,1,"The utterance expresses a mix of emotions, indicating a personal reflection on happiness and sadness regarding a significant relationship. The speaker is sharing their feelings, which suggests a need to be heard and understood, aligning with the ""Seeking Empathy"" category.",0.5,0.2,0,1,-1,-1,-1
"Yes, you are totally right. Maybe I'm more afraid about the change than anything else because even though things are gonna change it's not for the worse I think it's for the better because I want my daughter to have a good life and I am sure like for her it's better if she leaves the house and also I should see that for us my wife and I like it could be also something good in a way that we can spend more time together by our ourselves",1,1,"The utterance expresses a personal reflection on fear regarding change, while also acknowledging the potential positive outcomes for both the speaker's daughter and their relationship with their spouse. The speaker is processing their emotions and thoughts about the situation, indicating a need for understanding and validation of their feelings.",0.5,0.6,0,1,-1,-1,-1
Two weeks ago they released a new game that I really wanted to play because it looked just great. But it has like the newest technology so to play that game on PC you need the best equipment. So I spent thousands of dollars to get a new PC. I even borrowed some money from a friend. I've been playing the game for just a few days and it's really boring. I'm disappointed. And now I have this debt of a few thousand dollars that I have to pay for this game that at the end I didn't enjoy.,1,1,"The speaker expresses disappointment and frustration about spending a significant amount of money on a game that did not meet their expectations. They are sharing their feelings and experiences, indicating a need for understanding and acknowledgment of their situation.",0.5,-0.5,0,0,-1,-1,-1
"I mean the game is not that expensive, I spent like 60 bucks on it but the most expensive parts were all the PC components I got to play the game even a new monitor and everything to have the best experience But the game is just bad.",1,0,"The utterance is primarily focused on discussing the cost and experience of a game, without expressing a need for emotional support or understanding. It is a straightforward, fact-oriented statement about the speaker's experience with the game and related expenses.",0,-1,0,0,0,0,0
yeah I guess I will have to do that now that I have I spent all this money on this new PC at least to try to take advantage of it in other ways for example by playing different games on it,0,0,"The utterance reflects a practical consideration about utilizing a new PC for gaming, but it does not express a need for emotional support or understanding from others. It is more focused on the speaker's situation and decisions rather than seeking or providing empathy.",0,0,0,2,0,0,0
"So as you know, next week is my birthday and this one is special because I'm turning 50 years old. Some people might say that I'm just an old guy but for me it makes me feel happy because it means that I've been able to spend more time in this world just enjoying life.",1,0,"The utterance expresses a personal milestone and reflects positive feelings about aging, indicating a focus on the speaker's own experience and emotions. It does not seek or provide empathy towards another person.",0.5,1,0,1,0,0,0
"Yeah, exactly. You have only two options. You either get older or you die young. So I just want to keep living and keep getting older. So for me, I feel happy I'm getting older.",1,0,"The utterance expresses a personal perspective on aging and life, indicating a positive sentiment towards getting older. It does not seek or provide empathy but rather shares a viewpoint.",0.5,1,0,1,0,0,0
how will you spend money in your 50s,0,0,The utterance is a straightforward question about financial planning and does not express a need for emotional support or understanding. It is fact-oriented and does not seek or provide empathy.,0,2,0,2,0,0,0
My last birthday at least until last week was when I was 8 years old. It was a party that organized my parents. And last week was my 30th birthday. My girlfriend organized a surprise party for me. I just went to her place. She told me maybe we can watch a movie or something. I went there expecting just the usual but all my friends and family were there waiting for me for my party and I was it was so exciting,1,0,"The utterance reflects a personal experience of a birthday celebration, highlighting feelings of excitement and joy. It does not express a need for empathy or provide empathy to another person; rather, it shares a positive personal narrative.",0.8,1,0,1,0,0,0
"yes, she put so much effort into this party, organizing it. I just, I cannot believe how she was able to do it because even friends or family members that she doesn't know, they were there. So she really spent her time, and she knows me very well. Because, to be honest I think this has been my best gift ever.",1,0,"The utterance expresses admiration and appreciation for someone's efforts in organizing a party, indicating a positive emotional response to the situation. The speaker is reflecting on the impact of the event and the thoughtfulness of the person who organized it, which suggests a recognition of the other person's feelings and efforts. However, it does not explicitly seek empathy or provide emotional support to another person.",0.5,1,0,1,1,0,0
So you are also here to take the final exams? Because me too and I'm really excited. I've been studying for this for over two years. So I want to demonstrate that I really know about my field and that I'm going to be a great engineer.,0,0,"The utterance expresses the speaker's excitement and personal experience regarding the final exams, focusing on their own feelings and aspirations rather than seeking or providing empathy towards another person.",0.5,1,0,1,0,0,0
"Yeah, I guess nobody enjoys exams me neither. But this time I feel excited because I never studied for that long for something. So it makes me feel confident.",1,0,"The utterance expresses a personal feeling about exams, indicating a sense of excitement and confidence rather than seeking or providing empathy. It focuses on the speaker's own experience and emotions without addressing the feelings of another person.",0.5,0.6,0,1,0,0,0
"Exactly. I'm also getting tired of studying for that long. So also for me, I see it as, OK, this is it. After taking this exam, I can get some rest.",1,0,"The utterance expresses a personal feeling of fatigue related to studying and indicates a desire for rest after the exam. However, it does not explicitly seek empathy from the listener nor does it provide empathy to someone else. It is more of a personal reflection on the situation.",0,0,0,2,0,0,0
"yes that's a possibility and i'm prepared for that but i don't know i think i'm just gonna get a really good score But if that's not the case, I guess I will have to continue with my life.",0,0,"The utterance reflects a mix of acceptance and uncertainty about future outcomes, but it does not explicitly seek or provide empathy. It is more focused on the speaker's own thoughts and feelings regarding their situation without inviting emotional support or understanding from another person.",0.2,0.1,0,2,0,0,0
"It might sound a bit extreme but I felt very sad when the last time I traveled I lost my phone. It sounds like something trivial but I went abroad. For the first time I went to India I was excited but the moment I was about to take the taxi to go to my hotel I realized that I lost my phone. On my phone I had everything there like my flight tickets, my reservations for the hotel everything. So it was it was just too complex to recover from that and I I didn't know how to navigate or to be in this foreign country without the help of my phone.",1,1,"The utterance expresses a personal experience of loss and sadness, indicating a need for understanding and acknowledgment of the speaker's feelings. The speaker is sharing their emotional state and the complexity of their situation, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
we depend a lot on our phones. It's a really good tool especially for traveling and I will try to be more careful like if I go somewhere and then yeah I was to try to protect my phone and also yes I don't know maybe I what to do to keep my phone closer to me and so I don't lose it again I don't want to experience this ever again in my life,1,0,"The utterance expresses a personal concern about losing a phone and reflects a desire to avoid that negative experience in the future. However, it does not explicitly seek empathy from others nor does it provide empathy to someone else. It is more focused on the speaker's own feelings and experiences regarding their phone.",0.2,-0.5,0,0,0,0,0
"On my way here, just like 5 minutes ago, I got robbed. Somebody pointed a gun at me and he asked me to give him everything I had on me. I gave him my phone, my wallet. I got very scared. Now I don't have a way to go back home. I have no money or even a card to call my family.",1,1,"The utterance expresses a personal traumatic experience where the speaker is sharing their feelings of fear and vulnerability after being robbed. This indicates a need for understanding and acknowledgment of their emotional state, which aligns with seeking empathy.",0.8,-0.8,0,0,-1,-1,-1
"Ah, that's the next thing I want to do because I was shocked. So right now I don't understand how I can talk to you just a few moments ago. I couldn't even think.",1,1,"The utterance expresses a personal emotional experience of shock and confusion, indicating a need for understanding and acknowledgment from the listener.",0.5,-0.5,0,0,-1,-1,-1
"If you could help me with that, just tell me where the police station is, that would be good enough.",0,0,"The utterance is a straightforward request for information regarding the location of the police station. It does not express a need for emotional support or understanding, nor does it provide empathy to another person.",0,2,0,2,0,0,0
So as you know I just enjoy cycling and playing video games and this summer finally I'm gonna be able to go back to my hobbies because the last couple of years I've been too busy at work but I don't know like the planets align and this summer I will be like 100% just spending time on my hobbies again.,1,0,"The utterance expresses excitement and anticipation about returning to hobbies, but it does not indicate a need for empathy or an emotional response directed towards another person. It is primarily focused on the speaker's own experiences and plans.",0.5,1,0,1,0,0,0
the first ride is gonna be easy one I think because I'm out of shape so maybe I just I will go to like downtown.,1,0,"The utterance is primarily focused on the speaker's own experience and thoughts about their upcoming ride, indicating a lack of emotional engagement with another person or a need for empathy. It does not express a need to be heard or understood, nor does it provide empathy to someone else.",0,0,0,2,0,0,0
Oh that's an excellent plan like let's do that like I go by bicycle you go by train and then we meet there with something delicious,0,0,"The utterance is focused on planning a meeting and does not express or seek emotional understanding or support. It is a straightforward, fact-oriented exchange about logistics.",0.2,1,2,1,0,0,0
probably your friend already told you I am not sure but I just broke up with my girlfriend we spent together over five years and I'm devastated I didn't see it coming I thought everything was going just right just just good like and it It just happened out of the blue. I don't know what to do. I feel like I cannot continue on my own.,1,1,"The utterance expresses a personal emotional struggle following a breakup, indicating a strong need for understanding and support. The speaker is sharing their feelings of devastation and uncertainty, which aligns with seeking empathy.",0.8,-0.8,0,0,-1,-1,-1
I want to do something like to keep me busy but at the same time I feel like I don't want to do anything at all I don't have energy I don't know what to do,1,1,"The utterance expresses a conflict between wanting to engage in activities and feeling a lack of energy or motivation. This indicates a need for understanding and acknowledgment of their feelings, which aligns with seeking empathy.",-0.5,-0.5,0,0,-1,-1,-1
yes i do my best because i don't want to be depressed like all the time i know I cannot avoid it but i will try to get better so yeah i think i'm gonna contact her,1,1,"The utterance expresses a personal struggle with depression and a desire to improve, indicating a need for understanding and support. The speaker is sharing their feelings and intentions, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"Welcome to the company, you are one of the new employees. If you are like me, you will really like this place. I've been working here for over 12 years. I just want to continue working here. I'm sure that if I continue here because of my team and my boss, all the support I receive, I'm just gonna keep improving my work but also as a person. So hopefully you feel the same.",1,0,"The utterance expresses a welcoming sentiment and shares personal experiences about the workplace, but it does not explicitly seek or provide empathy. It focuses on the speaker's positive feelings about the company and encourages the new employee to feel similarly, which indicates a supportive tone but lacks a direct emotional connection or acknowledgment of feelings.",0.5,1,1,1,0,0,0
You will be part of my team so we'll work close. I'm gonna introduce you to the rest of the team. I think you will find it's gonna be a great experience.,0,0,"The utterance is focused on providing information about teamwork and a positive experience, indicating a welcoming attitude. It does not express a need for emotional support or understanding, nor does it acknowledge the feelings of another person.",0,1,0,1,0,0,0
Don't be afraid of making questions or making mistakes. Everybody starts like that. We'll support you and give you everything you need so you can just continue improving.,0,2,"The utterance provides reassurance and encouragement, indicating an understanding of the listener's potential fears and challenges. It expresses a supportive sentiment, which aligns with providing empathy.",0.5,1,1,1,1,1,0
"On my way here, I just saw a kid picking up a gum from the street and put it in his mouth and just started chewing it. And his mom saw everything. She didn't say anything to the kid. For her, it was just something normal people do.",1,0,The utterance describes an observation of a child's behavior and the mother's reaction without expressing personal feelings or seeking understanding from another person. It is a straightforward narrative that does not indicate a need for empathy or an emotional response.,0,0,2,2,0,0,0
yeah imagine like all the i guess i don't know all the germs in that gum like all these bacteria i don't know and also i kind of understand how even the kid is in was he was like enjoying chewing this dirty gum,1,2,"The utterance reflects a sense of understanding and connection to the feelings of another person (the kid enjoying chewing the gum), indicating an empathetic response. The speaker is not seeking empathy for themselves but rather providing empathy by acknowledging the situation and feelings of the child.",0.2,0.1,1,2,1,1,0
Or maybe he likes that flavor. It's like just the dirt.,0,0,The utterance does not express a need for empathy or provide empathy; it appears to be a neutral observation or comment about someone's preference.,0,0,2,2,0,0,0
Like the flight is about to leave and I'm going on vacation. It's a three month vacation. I haven't had any vacation in a long time so I'm very excited.,1,0,"The utterance expresses excitement about an upcoming vacation, indicating a positive sentiment and personal focus. However, it does not seek or provide empathy, as it is primarily a statement about the speaker's feelings and situation.",0.8,1,0,1,0,0,0
Drinking a lot of margaritas at the beach definitely and just resting.,1,0,The utterance is a straightforward statement about an activity (drinking margaritas and resting at the beach) without expressing a need for understanding or emotional support. It does not seek or provide empathy.,0.5,1,0,1,0,0,0
"For you too, where are you going?",0,0,"The utterance is a question directed towards another person, indicating an interest in their situation or feelings. However, it does not express a need for empathy or provide empathetic understanding.",0,2,1,2,0,0,0
"Last night I went out with my friends. We went to this expensive restaurant. And I was about to pay and they told me, oh you don't need to pay anything. Somebody from that table paid everything for you. I didn't expect any of that. I guess like being this handsome sometimes has its advantages.",1,0,"The utterance describes a personal experience that is positive and somewhat humorous, focusing on the speaker's feelings of surprise and flattery. However, it does not express a need for empathy or an understanding of another's feelings. It is more of a straightforward recounting of an event rather than a request for emotional support or connection.",0.5,1,0,1,0,0,0
I wish I could order more but no. But I met the person that paid for my meal. I saw it like a good gesture and yeah. we are having a date next week,1,0,"The utterance reflects a personal experience and a positive sentiment about a recent event (meeting someone who paid for a meal), but it does not explicitly seek or provide empathy. It is more focused on sharing a personal story rather than expressing a need for understanding or emotional support.",0.2,0.6,0,1,0,0,0
"yeah right for me it feels the same like is this like a reality show or something but no it actually happened, yes you're right maybe like who knows maybe she's the one",1,1,"The utterance expresses a personal experience and reflects on a situation that seems confusing or surreal, indicating a need for understanding and validation. The speaker is sharing their feelings and thoughts, which suggests they are seeking empathy.",0.2,0.1,0,2,-1,-1,-1
"Did you know that I couldn't come to work yesterday because a dog bit me? I was just walking on the street the other day and somebody with an unleashed dog, dangerous dog was close to me and I got bitten. I had to go to the hospital and I'm taking a lot of medications because of the infection. It was really bad.",1,1,"The utterance expresses a personal experience of being bitten by a dog, detailing the incident and its consequences, indicating a need for recognition and understanding of the distress caused by the event.",0.5,-0.5,0,0,-1,-1,-1
I reported it to the police and they will try to find the person responsible with the cameras and everything but so far like like we don't have any news of about this so I would have to pay for my treatment which is expensive and also I won't be able to walk well or like I mean I need to take care of my leg for the next few weeks,1,1,"The utterance expresses a personal experience of distress regarding a situation involving injury and financial burden, indicating a need for understanding and acknowledgment of the speaker's feelings.",0.5,-0.5,0,0,-1,-1,-1
right yeah and I still need to come to work too so it's a bit difficult,1,0,"The utterance expresses a personal challenge related to balancing work commitments, indicating a need for understanding and acknowledgment of the difficulty faced. However, it does not explicitly seek empathy or provide it to another person.",0,0,0,2,0,0,0
Nature and technology.,0,0,"The utterance ""Nature and technology"" is a straightforward statement that does not express any emotional need or response. It does not seek or provide empathy, as it lacks personal or emotional context.",0,2,2,2,0,0,0
My age is 12.,0,0,The utterance is a straightforward statement about the speaker's age and does not express a need for empathy or provide empathy to another person.,0,2,0,2,0,0,0
6th grade. But we have a different grading school. It starts from zero.,0,0,The utterance is a straightforward statement about a grading system and does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
How is your school?,2,0,The utterance is a straightforward inquiry about the other person's school experience and does not express or seek emotional understanding or acknowledgment.,0,2,1,2,0,0,0
"To be honest, I hate my school. I don’t like going to school.",0,1,"The utterance expresses a negative feeling towards school and indicates a personal struggle, suggesting a need for understanding and acknowledgment of these feelings.",0.5,-0.7,0,0,-1,-1,-1
"I like school, but I also don’t? I don’t know",0,1,"The utterance expresses mixed feelings about school, indicating a level of uncertainty and a desire for understanding of these conflicting emotions. It suggests a need for the speaker to be heard and acknowledged regarding their feelings.",0,0,0,2,-1,-1,-1
Do you go to school without a school uniform?,2,0,The utterance is a straightforward question about school uniform policies and does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
I see. Do you guys do the piano dance?,2,0,The utterance is a straightforward question about an activity and does not express or seek emotional understanding or connection.,0,2,1,2,0,0,0
"No, I’m talking about dancing.",0,0,"The utterance is straightforward and fact-oriented, focusing on the topic of dancing without expressing or seeking emotional support or understanding.",0,2,0,2,0,0,0
I see.,0,0,"The utterance ""I see."" is a neutral acknowledgment that does not express a need for empathy or provide any empathetic response. It does not indicate emotional engagement or exploration of feelings.",0,2,0,2,0,0,0
I live in the school.,0,0,"The utterance ""I live in the school"" is a straightforward statement about the speaker's living situation. It does not express a need for empathy or provide empathy to another person.",0,2,0,2,0,0,0
"Oh no, not at the moment. Well, she might but I’m not. What is the name of you guys’ school?",2,0,"The utterance is primarily focused on asking a question about the school, which indicates a straightforward exchange of information rather than an expression of feelings or a need for emotional support. There is no indication of seeking or providing empathy.",0,2,0,2,0,0,0
We go to Bember and she goes to South,0,0,"The utterance is straightforward and fact-oriented, providing information about the locations of two individuals without expressing or seeking emotional understanding.",0,2,2,2,0,0,0
My favorite sport is probably soccer,0,0,The utterance is a straightforward statement about a personal preference and does not express a need for empathy or provide empathy to another person.,0,1,0,2,0,0,0
I used to play but now I don't play much anymore,0,0,The utterance reflects a personal experience and does not explicitly seek or provide empathy. It is more of a statement about a change in behavior rather than expressing feelings that need to be acknowledged or understood.,0,0,0,2,0,0,0
"Maybe it is cause I do other things, like I act. I’m an actor",0,0,The utterance does not express a need for empathy or provide empathy; it is a straightforward statement about the speaker's identity and activities.,0,0,0,2,0,0,0
Actress I guess,0,0,"The utterance ""Actress I guess"" does not express a need for empathy or provide empathy. It appears to be a straightforward statement without emotional content or engagement with another person's feelings.",0,2,0,2,0,0,0
"Oh, not like a movie actor. Just musical theater and art creatively",0,0,"The utterance does not express a need for understanding or recognition of feelings, nor does it provide empathy towards another person. It appears to be a straightforward statement about the speaker's involvement in musical theater and art.",0,2,0,2,0,0,0
"Like, do you know about it? So, I just do…there is a field of theater districts in Bloomington that I do just once in a while. I’m not hugely hugely experienced but I enjoy it and singing",2,0,"The utterance is primarily focused on sharing personal experiences and interests related to theater and singing, without expressing a need for understanding or emotional support from the listener. It does not seek or provide empathy.",0.2,0.5,0,1,0,0,0
Yes,0,0,"The utterance ""Yes"" is a simple affirmation and does not express any emotional content or need for empathy. It does not indicate a desire to be heard or understood, nor does it provide empathy to another person.",0,2,0,2,0,0,0
"You know, I don’t really have a favorite song but probably anything from Hamilton.",0,0,The utterance is a straightforward statement about musical preference and does not express a need for empathy or provide empathetic understanding.,0,2,0,2,0,0,0
"Hahaha, I don’t know. There is this weird thing, I can sing in front of people I don’t know. But singing in a room with people I know is so weird.",0,0,The utterance expresses a personal experience related to social situations but does not explicitly seek or provide empathy. It reflects a light-hearted observation rather than a need for understanding or emotional support.,0.2,0.5,0,2,0,0,0
Pretty good. How is yours?,2,0,The utterance is a straightforward inquiry about the other person's well-being without expressing any emotional depth or need for understanding. It does not seek or provide empathy.,0,2,1,2,0,0,0
Do you guys have pets?,2,0,The utterance is a straightforward question about pets and does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
It is a trombone.,0,0,"The utterance is a straightforward statement about an object (a trombone) and does not express any feelings or emotions, nor does it seek or provide empathy.",0,2,2,2,0,0,0
Is that a school project or you’re just doing it for fun?,2,0,The utterance is a straightforward question seeking clarification about the nature of the activity being discussed. It does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
That is nice.,2,0,"The utterance ""That is nice."" is a straightforward, positive statement that does not express a need for empathy or provide empathy to another person. It lacks emotional depth and does not engage with the feelings of others.",0,1,2,1,0,0,0
Because I like it. It reflects my identity.,0,0,"The utterance expresses a personal preference and connection to identity, but it does not indicate a need for empathy or an understanding of another's feelings. It is more of a straightforward statement about self-identity rather than a request for empathy or an empathetic response.",0,1,0,1,0,0,0
Thank you,0,0,"The utterance ""Thank you"" is a straightforward expression of gratitude and does not indicate a need for empathy or an attempt to provide empathy. It is a neutral, fact-oriented exchange without emotional depth or context that would suggest seeking or providing empathy.",0,2,0,1,0,0,0
"Pink, red, and blue.",0,0,"The utterance ""Pink, red, and blue"" does not express any emotional content or a need for empathy. It appears to be a straightforward mention of colors without any context that suggests seeking or providing empathy.",0,2,2,2,0,0,0
What is your favorite basketball player?,0,0,"The utterance is a straightforward question about a person's favorite basketball player, which does not express or seek empathy.",0,2,2,2,0,0,0
Wooww! I don’t like Lebrone. James,0,0,"The utterance expresses a personal opinion about a public figure, which does not indicate a need for empathy or an understanding of another's feelings. It is straightforward and fact-oriented.",0.2,-0.5,0,0,0,0,0
I think he is a good player. I like his playing style.,0,0,"The utterance expresses a personal opinion about a player and their playing style, focusing on the speaker's perspective without seeking or providing empathy.",0,1,0,1,0,0,0
Yeah,0,0,"The utterance ""Yeah"" is a simple acknowledgment and does not express a need for empathy or provide any empathetic response. It is a straightforward, fact-oriented exchange without emotional depth.",0,2,0,2,0,0,0
I really like Taylos Swift because she is a strong and independent woman.,0,0,"The utterance expresses a personal opinion about Taylor Swift, highlighting her qualities as a strong and independent woman. It does not seek or provide empathy, as it is a straightforward statement of preference without emotional engagement or acknowledgment of feelings.",0,1,0,1,0,0,0
"Jenna Ortega, Kanye West, and Taylor Swift",0,0,The utterance consists of names of public figures without any emotional context or expression of feelings. It does not indicate a need for empathy or provide any empathetic response.,0,2,2,2,0,0,0
Did you get it?,2,0,"The utterance ""Did you get it?"" is a straightforward question that seeks to confirm understanding or receipt of information. It does not express or seek emotional connection or understanding, nor does it provide empathy.",0,2,1,2,0,0,0
What about yours?,0,0,"The utterance ""What about yours?"" is a straightforward inquiry that does not express a need for empathy or provide empathy. It is focused on eliciting information rather than acknowledging feelings or emotions.",0,2,0,2,0,0,0
Who? Is that even a celebrity?,0,0,The utterance is a straightforward question about the identity of a celebrity and does not express any emotional need or understanding. It is fact-oriented and does not seek or provide empathy.,0,2,2,2,0,0,0
I don’t know. I can answer that another time.,0,0,The utterance is non-emotional and does not express a need for empathy or provide empathy to another person. It is a straightforward response indicating uncertainty and a willingness to defer the conversation.,0,2,0,2,0,0,0
What type of fish?,2,0,"The utterance ""What type of fish?"" is a straightforward, fact-oriented question that does not express a need for empathy or provide empathy to another person. It does not reflect emotional intensity, polarity, or any empathetic engagement.",0,2,2,2,0,0,0
Oh! Yum! Is that your favorite food?,2,0,The utterance is a straightforward inquiry about someone's food preference and does not express or seek emotional understanding or connection.,0,1,1,1,0,0,0
Oh same! We all like cheese,2,0,The utterance is a straightforward statement about a shared preference for cheese and does not express or seek emotional understanding or connection.,0,1,2,1,0,0,0
Good choice,2,0,"The utterance ""Good choice"" is a straightforward acknowledgment or affirmation of a decision made by someone else. It does not express a need for understanding or emotional support, nor does it provide empathy towards another's feelings.",0,1,1,1,0,0,0
Rock! Good I like metal,2,0,The utterance expresses a straightforward preference for a music genre (metal) without any indication of seeking or providing empathy. It is a fact-oriented statement.,0.5,1,0,1,0,0,0
I like Black Sabbath,0,0,The utterance expresses a personal preference and does not indicate a need for empathy or an understanding of another's feelings. It is straightforward and fact-oriented.,0,1,0,1,0,0,0
My sister has a very different type of music taste,0,0,The utterance is a straightforward statement about a fact regarding the speaker's sister's music taste. It does not express a need for empathy or provide empathy to another person.,0,0,2,2,0,0,0
I can play the trumpet. Ever since grade school I have played the trumpet,0,0,The utterance is a straightforward statement about the speaker's ability and experience with playing the trumpet. It does not express a need for empathy or provide empathy to another person.,0,2,0,2,0,0,0
Yes I have a bird and I used to have dog. Do you have pets?,2,0,The utterance is a straightforward inquiry about pets and does not express or seek emotional understanding or connection. It is fact-oriented and does not involve any emotional content.,0,2,0,2,0,0,0
What is your favorite animal?,0,0,The utterance is a straightforward question about preferences and does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
Yay! Have you been to a cat café in Tokyo?,2,0,The utterance is a straightforward question about a specific topic (cat cafés in Tokyo) and does not express or seek emotional understanding or connection.,0.5,1,0,1,0,0,0
"Oh, yeah that does not help. If you had any pet what would it be?",2,0,The utterance does not express a need for empathy or provide empathy; it shifts the conversation to a different topic (pets) without addressing any emotional content.,0,0,0,2,0,0,0
Wow do you like dogs?,2,0,The utterance is a straightforward question about a preference for dogs and does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
You have a favorite breed?,2,0,The utterance is a straightforward question that does not express or seek emotional understanding or connection. It is fact-oriented and does not indicate any emotional engagement.,0,2,1,2,0,0,0
"Oh yeah, we saw a lot of Shibas",0,0,The utterance is a straightforward statement about seeing Shibas and does not express any emotional need or understanding related to feelings. It is fact-oriented and does not seek or provide empathy.,0,2,2,2,0,0,0
Me too. Delicious!,2,0,"The utterance ""Me too. Delicious!"" expresses a shared positive sentiment about something enjoyable, likely food. It does not indicate a need for empathy or an understanding of another's feelings, but rather a straightforward agreement or affirmation.",0.5,1,0,1,0,0,0
Ahh! I love fried eggs.,2,0,"The utterance expresses a personal preference and enjoyment of a specific food item, which does not indicate a need for empathy or an understanding of another's feelings.",0.5,1,0,1,0,0,0
How often is this festival? Is it only one day? Or once a year?,2,0,"The utterance is a straightforward inquiry about the frequency and duration of a festival, lacking any emotional content or a need for empathy.",0,2,2,2,0,0,0
Ohh once a year. Is it always at night?,2,0,The utterance is a straightforward question seeking factual information about the timing of an event. It does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
"Oh, very interesting.",2,0,"The utterance ""Oh, very interesting."" does not express a need for empathy or provide empathy. It is a neutral comment that does not engage with emotions or the feelings of others.",0,2,2,2,0,0,0
We also play instruments. It is super fun. I play the flute.,2,0,The utterance is a straightforward statement about playing instruments and does not express a need for empathy or provide empathy to another person. It is fact-oriented and does not involve emotional content or a request for understanding.,0,1,0,1,0,0,0
I also play the French Horn. Maybe it is called different in Japanese. It is the curled one.,2,0,The utterance is a straightforward statement about playing a musical instrument and does not express any feelings or seek emotional understanding. It is fact-oriented and does not involve empathy.,0,2,0,2,0,0,0
How long have you been playing the trombone?,2,0,"The utterance is a straightforward question about the duration of playing the trombone, which does not express or seek emotional understanding or connection.",0,2,2,2,0,0,0
Two years! Wow! That is exciting.,2,0,"The utterance expresses a positive sentiment about a time duration, indicating excitement but does not seek or provide empathy. It is more of a straightforward acknowledgment of a fact rather than an emotional exchange.",0.5,1,2,1,0,0,0
Do you need to go to a place to see what you show in the picture?,2,0,"The utterance appears to be a straightforward question that seeks clarification about a specific action related to a picture, without expressing or acknowledging any emotional content or need for empathy.",0,2,1,2,0,0,0
Nice!,0,0,"The utterance ""Nice!"" is a brief expression that does not convey a need for empathy or an understanding of another's feelings. It appears to be a neutral or positive acknowledgment but lacks depth or context to indicate empathy.",0,1,0,1,0,0,0
She is very talented.,2,0,The utterance is a straightforward statement about someone's talent and does not express a need for empathy or provide empathy to another person. It is fact-oriented and does not engage with emotions or feelings.,0,2,2,2,0,0,0
What sports do you play?,2,0,The utterance is a straightforward question about sports and does not express or seek emotional understanding or connection.,0,2,1,2,0,0,0
wow! Really!,2,0,"The utterance ""wow! Really!"" expresses surprise or disbelief but does not indicate a need for empathy or an understanding of another's feelings. It is more of an exclamatory response rather than a request for empathy or an empathetic response.",0.5,0.5,0,2,0,0,0
I like basketball.,0,0,The utterance expresses a personal preference and does not indicate a need for empathy or an understanding of another's feelings. It is straightforward and fact-oriented.,0,1,0,1,0,0,0
Good job! Is white bell the top one?,2,0,"The utterance is a straightforward question and compliment, focusing on a fact-oriented exchange rather than expressing or seeking emotional understanding.",0,1,0,1,0,0,0
Oh! Hahaha.,2,0,"The utterance ""Oh! Hahaha."" expresses amusement or laughter, which does not indicate a need for empathy or an understanding of another's feelings. It is a light-hearted, straightforward expression without emotional depth or context that would suggest seeking or providing empathy.",0.5,1,0,1,0,0,0
"Yes, I used to do it when I was little.",0,0,The utterance reflects a personal experience but does not express a need for empathy or provide empathy to another person. It is a straightforward statement about past behavior without emotional engagement or acknowledgment of feelings.,0,2,0,2,0,0,0
Only a little bit. Not too much.,0,0,The utterance is vague and does not express a need for empathy or provide empathy to another person. It appears to be a straightforward response without emotional depth or engagement.,0,2,0,2,0,0,0
Only the elementary school type.,0,0,"The utterance ""Only the elementary school type"" is a straightforward statement that does not express a need for empathy or provide empathy. It appears to be a factual comment without emotional content or engagement with another person's feelings.",0,2,2,2,0,0,0
Did you make your dress?,2,0,The utterance is a straightforward question about the dress-making process and does not express or seek emotional understanding or connection.,0,2,1,2,0,0,0
Nice!,2,0,"The utterance ""Nice!"" is a brief expression that does not indicate a need for empathy or an understanding of another's feelings. It appears to be a neutral or positive acknowledgment but lacks depth or context to suggest empathy.",0,1,2,1,0,0,0
"No, sorry.",0,0,"The utterance ""No, sorry."" does not express a need for empathy or provide empathy. It is a straightforward response that does not engage with the emotional state of the other person.",0,2,0,2,0,0,0
I listen to a famous Japanese artist called Yonezu. Do you know it?,2,0,The utterance is a straightforward inquiry about a specific artist and does not express any emotional need or understanding. It is fact-oriented and does not seek or provide empathy.,0,2,0,2,0,0,0
"Yeah, at least in Japan. He makes songs for animations and openings.",0,0,"The utterance is a straightforward statement about a person's work in Japan, specifically mentioning their involvement in creating songs for animations and openings. It does not express a need for empathy or provide empathetic understanding.",0,0,2,2,0,0,0
I cook and I like playing the piano,0,0,The utterance is a straightforward statement about personal interests and does not express a need for empathy or provide empathy to another person.,0,2,0,2,0,0,0
I like cupcakes.,0,0,"The utterance ""I like cupcakes"" is a straightforward statement expressing a preference for a food item. It does not indicate a need for empathy or an understanding of another's feelings.",0,1,0,1,0,0,0
