text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
makes total sense I didn't think about that but if we share a space then in that case both of us should be able to feel comfortable being there but if it's a space just for me and I don't mind the clutter that should be fine and then at least I will try to clean the the spaces that we share before she comes back tomorrow                                                                                                                                                                                                                                                                    ,1,1,"The speaker is expressing their thoughts and feelings about a situation, seeking understanding and validation.",0.5,0.5,0,1,-1,-1,-1
"My daughter's birthday was last week. She turned 25 already. And while we were at the party I realized she's not a girl anymore. She's a woman. Also after thinking about this I thought she's not just any woman she's very smart, capable and independent. So I'm pretty sure that in the future soon she will leave the house to pursue her dreams do what she wants in life.                                                                                                                                                                                                                    ",1,1,The speaker is expressing their feelings and thoughts about their daughter growing up and potentially leaving home soon. They are seeking understanding and acknowledgment of their feelings.,0.5,0.5,0,1,-1,-1,-1
so of course I feel happy because she she's a great woman now but at the same time a bit sad because she won't be around anymore I mean in the house we want to share like the same things as we have for the last 25 years so I guess I feel happy sad                                                                                                                                                                                                                                                                                                                                               ,1,1,"The person is expressing their feelings about a situation, seeking understanding and acknowledgment.",0.5,0,0,2,-1,-1,-1
"Yes, you are totally right. Maybe I'm more afraid about the change than anything else because even though things are gonna change it's not for the worse I think it's for the better because I want my daughter to have a good life and I am sure like for her it's better if she leaves the house and also I should see that for us my wife and I like it could be also something good in a way that we can spend more time together by our ourselves                                                                                                                                              ",1,1,"The speaker is expressing their fears and hopes about a significant change in their life, which indicates a need to be heard and understood.",0.5,0.5,0,1,-1,-1,-1
Two weeks ago they released a new game that I really wanted to play because it looked just great. But it has like the newest technology so to play that game on PC you need the best equipment. So I spent thousands of dollars to get a new PC. I even borrowed some money from a friend. I've been playing the game for just a few days and it's really boring. I'm disappointed. And now I have this debt of a few thousand dollars that I have to pay for this game that at the end I didn't enjoy.                                                                                               ,1,1,"The speaker is expressing disappointment and regret about a recent purchase and the resulting debt, indicating a need for understanding and empathy.",0.5,-0.7,0,0,-1,-1,-1
"I mean the game is not that expensive, I spent like 60 bucks on it but the most expensive parts were all the PC components I got to play the game even a new monitor and everything to have the best experience But the game is just bad.                                                                                                                                                                                                                                                                                                                                                           ",1,0,The speaker is expressing their opinion about a game and the expenses related to it. There is no explicit seeking or providing of empathy.,0.5,-0.5,0,0,-1,-1,-1
yeah I guess I will have to do that now that I have I spent all this money on this new PC at least to try to take advantage of it in other ways for example by playing different games on it                                                                                                                                                                                                                                                                                                                                                                                                          ,1,0,"The utterance is a straightforward statement about the speaker's situation and plans, without seeking or providing empathy.",-0.5,0.5,0,1,-1,-1,-1
"So as you know, next week is my birthday and this one is special because I'm turning 50 years old. Some people might say that I'm just an old guy but for me it makes me feel happy because it means that I've been able to spend more time in this world just enjoying life.                                                                                                                                                                                                                                                                                                                       ",1,1,"The speaker is sharing personal feelings about their upcoming birthday and expressing their positive perspective on aging, which indicates a need to be heard and understood.",0.5,1,0,1,-1,-1,-1
"Yeah, exactly. You have only two options. You either get older or you die young. So I just want to keep living and keep getting older. So for me, I feel happy I'm getting older.                                                                                                                                                                                                                                                                                                                                                                                                                   ",1,0,"The speaker is expressing their personal perspective on aging and life, without seeking or providing empathy.",0.5,1,0,1,-1,-1,-1
how will you spend money in your 50s                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,1,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
My last birthday at least until last week was when I was 8 years old. It was a party that organized my parents. And last week was my 30th birthday. My girlfriend organized a surprise party for me. I just went to her place. She told me maybe we can watch a movie or something. I went there expecting just the usual but all my friends and family were there waiting for me for my party and I was it was so exciting                                                                                                                                                                           ,1,1,"The speaker is sharing a personal experience and expressing their emotions about it, which indicates they are seeking empathy.",0.8,0.9,0,1,-1,-1,-1
"yes, she put so much effort into this party, organizing it. I just, I cannot believe how she was able to do it because even friends or family members that she doesn't know, they were there. So she really spent her time, and she knows me very well. Because, to be honest I think this has been my best gift ever.                                                                                                                                                                                                                                                                              ",1,1,"The speaker is expressing admiration and surprise at the effort someone else put into organizing a party, indicating a need to be heard and understood.",0.5,1,2,1,-1,-1,-1
So you are also here to take the final exams? Because me too and I'm really excited. I've been studying for this for over two years. So I want to demonstrate that I really know about my field and that I'm going to be a great engineer.                                                                                                                                                                                                                                                                                                                                                            ,1,1,"The speaker is expressing their feelings and experiences about an upcoming exam, seeking understanding and acknowledgment.",0.7,0.8,0,1,-1,-1,-1
"Yeah, I guess nobody enjoys exams me neither. But this time I feel excited because I never studied for that long for something. So it makes me feel confident.                                                                                                                                                                                                                                                                                                                                                                                                                                      ",1,1,"The speaker is expressing their feelings about an upcoming exam and their preparation for it, seeking understanding or acknowledgment of their emotions.",0.5,0.5,0,1,-1,-1,-1
"Exactly. I'm also getting tired of studying for that long. So also for me, I see it as, OK, this is it. After taking this exam, I can get some rest.                                                                                                                                                                                                                                                                                                                                                                                                                                                ",1,1,"The speaker is expressing their feelings about studying for a long time and looking forward to rest after the exam, which indicates they are seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"yes that's a possibility and i'm prepared for that but i don't know i think i'm just gonna get a really good score But if that's not the case, I guess I will have to continue with my life.                                                                                                                                                                                                                                                                                                                                                                                                        ",1,1,"The speaker is expressing their thoughts and feelings about a future event, indicating a need to be heard and understood.",0.5,0,0,2,-1,-1,-1
"It might sound a bit extreme but I felt very sad when the last time I traveled I lost my phone. It sounds like something trivial but I went abroad. For the first time I went to India I was excited but the moment I was about to take the taxi to go to my hotel I realized that I lost my phone. On my phone I had everything there like my flight tickets, my reservations for the hotel everything. So it was it was just too complex to recover from that and I I didn't know how to navigate or to be in this foreign country without the help of my phone.                                  ",1,1,"The speaker is sharing a personal experience that caused them distress, seeking understanding and empathy.",0.7,-0.7,0,0,-1,-1,-1
we depend a lot on our phones. It's a really good tool especially for traveling and I will try to be more careful like if I go somewhere and then yeah I was to try to protect my phone and also yes I don't know maybe I what to do to keep my phone closer to me and so I don't lose it again I don't want to experience this ever again in my life                                                                                                                                                                                                                                                 ,1,1,"The speaker is expressing a personal experience and a desire to avoid a similar situation in the future, indicating a need for understanding and empathy.",0.5,0.5,0,1,-1,-1,-1
"On my way here, just like 5 minutes ago, I got robbed. Somebody pointed a gun at me and he asked me to give him everything I had on me. I gave him my phone, my wallet. I got very scared. Now I don't have a way to go back home. I have no money or even a card to call my family.                                                                                                                                                                                                                                                                                                                ",1,1,"The person is sharing a traumatic experience and expressing their feelings of fear and helplessness, indicating a need for empathy.",1,-1,0,0,-1,-1,-1
"Ah, that's the next thing I want to do because I was shocked. So right now I don't understand how I can talk to you just a few moments ago. I couldn't even think.                                                                                                                                                                                                                                                                                                                                                                                                                                  ",1,1,"The speaker is expressing their feelings of shock and confusion, indicating a need to be heard and understood.",1,-1,0,0,-1,-1,-1
"If you could help me with that, just tell me where the police station is, that would be good enough.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",1,0,"The utterance is a straightforward request for information, without any emotional content or need for empathy.",-1,0,1,2,-1,-1,-1
So as you know I just enjoy cycling and playing video games and this summer finally I'm gonna be able to go back to my hobbies because the last couple of years I've been too busy at work but I don't know like the planets align and this summer I will be like 100% just spending time on my hobbies again.                                                                                                                                                                                                                                                                                        ,1,0,"The person is sharing their personal experience and plans, but they are not seeking or providing empathy.",0.5,1,0,1,-1,-1,-1
the first ride is gonna be easy one I think because I'm out of shape so maybe I just I will go to like downtown.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,1,0,The speaker is talking about their own plans and does not seem to be seeking or providing empathy.,-0.5,0.5,0,1,-1,-1,-1
Oh that's an excellent plan like let's do that like I go by bicycle you go by train and then we meet there with something delicious                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,1,0,"The utterance is a straightforward, fact-oriented exchange about a plan. There is no explicit seeking or providing of empathy.",0.5,1,1,1,-1,-1,-1
probably your friend already told you I am not sure but I just broke up with my girlfriend we spent together over five years and I'm devastated I didn't see it coming I thought everything was going just right just just good like and it It just happened out of the blue. I don't know what to do. I feel like I cannot continue on my own.                                                                                                                                                                                                                                                       ,1,1,"The speaker is expressing their feelings of devastation and confusion after a breakup, indicating a need to be heard and understood.",1,-1,0,0,-1,-1,-1
I want to do something like to keep me busy but at the same time I feel like I don't want to do anything at all I don't have energy I don't know what to do                                                                                                                                                                                                                                                                                                                                                                                                                                           ,1,1,"The person is expressing their feelings and confusion about their current state, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
yes i do my best because i don't want to be depressed like all the time i know I cannot avoid it but i will try to get better so yeah i think i'm gonna contact her                                                                                                                                                                                                                                                                                                                                                                                                                                   ,1,1,"The speaker is expressing their feelings and struggles with depression, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
"Welcome to the company, you are one of the new employees. If you are like me, you will really like this place. I've been working here for over 12 years. I just want to continue working here. I'm sure that if I continue here because of my team and my boss, all the support I receive, I'm just gonna keep improving my work but also as a person. So hopefully you feel the same.                                                                                                                                                                                                              ",1,0,"The utterance is a straightforward, fact-oriented exchange where the speaker is sharing their personal experience and expectations about the company. There is no explicit seeking or providing of empathy.",-0.5,0.8,0,1,-1,-1,-1
You will be part of my team so we'll work close. I'm gonna introduce you to the rest of the team. I think you will find it's gonna be a great experience.                                                                                                                                                                                                                                                                                                                                                                                                                                             ,1,0,"The utterance is a straightforward, fact-oriented exchange where the speaker is informing the listener about their future work situation. There is no explicit seeking or providing of empathy.",-0.5,0.8,1,1,-1,-1,-1
Don't be afraid of making questions or making mistakes. Everybody starts like that. We'll support you and give you everything you need so you can just continue improving.                                                                                                                                                                                                                                                                                                                                                                                                                            ,1,2,The speaker is providing empathy by understanding the feelings of the listener and assuring them of support and understanding.,0.5,1,1,1,-1,-1,0
"On my way here, I just saw a kid picking up a gum from the street and put it in his mouth and just started chewing it. And his mom saw everything. She didn't say anything to the kid. For her, it was just something normal people do.                                                                                                                                                                                                                                                                                                                                                             ",1,0,The utterance is a straightforward narration of an event without seeking or providing empathy.,-0.5,-0.2,2,0,-1,-1,-1
yeah imagine like all the i guess i don't know all the germs in that gum like all these bacteria i don't know and also i kind of understand how even the kid is in was he was like enjoying chewing this dirty gum                                                                                                                                                                                                                                                                                                                                                                                    ,1,1,"The speaker is expressing their thoughts and feelings about a situation, seeking to be understood.",0.5,-0.5,2,0,-1,-1,-1
Or maybe he likes that flavor. It's like just the dirt.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,1,0,"The utterance is a straightforward comment about someone else's preference, without seeking or providing empathy.",-1,0,2,2,-1,-1,-1
Like the flight is about to leave and I'm going on vacation. It's a three month vacation. I haven't had any vacation in a long time so I'm very excited.                                                                                                                                                                                                                                                                                                                                                                                                                                              ,1,1,"The person is talking about their own feelings and experiences, indicating a need to be heard and understood.",0.8,1,0,1,-1,-1,-1
Drinking a lot of margaritas at the beach definitely and just resting.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,1,0,"The utterance is a straightforward statement about the speaker's activities, with no apparent need for empathy or an attempt to provide empathy.",0.5,1,0,1,-1,-1,-1
"For you too, where are you going?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",1,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
"Last night I went out with my friends. We went to this expensive restaurant. And I was about to pay and they told me, oh you don't need to pay anything. Somebody from that table paid everything for you. I didn't expect any of that. I guess like being this handsome sometimes has its advantages.                                                                                                                                                                                                                                                                                              ",1,0,The speaker is sharing a personal experience but is not seeking empathy or providing empathy. The conversation is more of a factual recounting of an event.,0.5,1,0,1,-1,-1,-1
I wish I could order more but no. But I met the person that paid for my meal. I saw it like a good gesture and yeah. we are having a date next week                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,1,0,The utterance is a straightforward sharing of an event without seeking or providing empathy.,0.2,0.7,0,1,-1,-1,-1
"yeah right for me it feels the same like is this like a reality show or something but no it actually happened, yes you're right maybe like who knows maybe she's the one                                                                                                                                                                                                                                                                                                                                                                                                                            ",1,1,"The speaker is expressing their feelings and thoughts about a situation, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
"Did you know that I couldn't come to work yesterday because a dog bit me? I was just walking on the street the other day and somebody with an unleashed dog, dangerous dog was close to me and I got bitten. I had to go to the hospital and I'm taking a lot of medications because of the infection. It was really bad.                                                                                                                                                                                                                                                                           ",1,1,"The person is sharing a personal, negative experience and seems to be seeking understanding and empathy.",0.7,-0.8,0,0,-1,-1,-1
I reported it to the police and they will try to find the person responsible with the cameras and everything but so far like like we don't have any news of about this so I would have to pay for my treatment which is expensive and also I won't be able to walk well or like I mean I need to take care of my leg for the next few weeks                                                                                                                                                                                                                                                           ,1,1,"The person is sharing a personal experience about a challenging situation and expressing their concerns about the future, which indicates they are seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
right yeah and I still need to come to work too so it's a bit difficult                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,1,1,"The speaker is expressing a challenging situation they are facing, indicating a need for their feelings to be recognized and acknowledged.",0.5,-0.5,0,0,-1,-1,-1
Nature and technology.,0,0,"The utterance ""Nature and technology"" is a straightforward, fact-oriented statement that does not seek or provide empathy.",-1,0,2,2,-1,-1,-1
My age is 12.,0,0,"The utterance is a straightforward, fact-oriented exchange without any emotional context or need for empathy.",-1,0,0,2,-1,-1,-1
6th grade. But we have a different grading school. It starts from zero.,0,0,"The utterance is a straightforward, fact-oriented exchange without any emotional context or need for empathy.",-1,0,0,2,-1,-1,-1
How is your school?,2,0,"The utterance is a straightforward, fact-oriented question and does not seek or provide empathy.",-1,0,1,2,-1,-1,0
"To be honest, I hate my school. I don’t like going to school.",0,1,The speaker is expressing negative feelings about their school and seems to be seeking understanding or empathy for their situation.,0.5,-1,0,0,-1,-1,-1
"I like school, but I also don’t? I don’t know",0,1,"The speaker is expressing confusion about their feelings towards school, indicating a need for understanding or empathy.",0.5,0,0,2,-1,-1,-1
Do you go to school without a school uniform?,0,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
I see. Do you guys do the piano dance?,0,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
"No, I’m talking about dancing.",0,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,0,0,2,-1,-1,-1
"I see.
",0,0,"The utterance ""I see."" is a neutral response that does not seek or provide empathy. It is a simple acknowledgment of the information received.",-1,0,1,2,-1,-1,-1
I live in the school.,0,0,"The utterance is a straightforward, fact-oriented statement about the speaker's living situation. There is no apparent emotional content or request for understanding or support.",-1,0,0,2,-1,-1,-1
"Oh no, not at the moment. Well, she might but I’m not. What is the name of you guys’ school?",2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,0,1,2,-1,-1,-1
"We go to Bember and she goes to South
",0,0,The utterance is a straightforward statement about where people are going. It does not seek or provide empathy.,-1,0,2,2,-1,-1,-1
My favorite sport is probably soccer,0,0,The utterance is a straightforward statement about the speaker's preference for a sport. It does not seek or provide empathy.,-1,1,0,1,-1,-1,-1
I used to play but now I don't play much anymore,0,1,"The person is talking about their own experience and seems to be expressing a change in their behavior, which could indicate a need for empathy.",-0.5,-0.5,0,0,-1,-1,-1
"Maybe it is cause I do other things, like I act. I’m an actor",0,0,The speaker is sharing information about themselves without seeking or providing empathy.,-0.5,0.5,0,1,-1,-1,-1
Actress I guess,0,0,"The utterance is very brief and does not provide enough context to determine if it is seeking or providing empathy. It seems to be a straightforward, fact-oriented exchange.",-1,0,2,2,-1,-1,-1
"Oh, not like a movie actor. Just musical theater and art creatively ",0,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,1,0,2,-1,-1,-1
"Like, do you know about it? So, I just do…there is a field of theater districts in Bloomington that I do just once in a while. I’m not hugely hugely experienced but I enjoy it and singing",0,0,"The speaker is sharing information about their interests and experiences, but they are not seeking or providing empathy.",-0.5,0.5,0,1,-1,-1,-1
Yes,0,0,"The utterance ""Yes"" is a simple affirmation and does not seek or provide empathy. It is a straightforward, fact-oriented exchange.",-1,1,2,1,-1,-1,-1
"You know, I don’t really have a favorite song but probably anything from Hamilton.",0,0,The utterance is a straightforward statement about personal preference and does not seek or provide empathy.,-1,1,0,1,-1,-1,-1
"Hahaha, I don’t know. There is this weird thing, I can sing in front of people I don’t know. But singing in a room with people I know is so weird.",0,1,The person is sharing a personal experience and expressing a feeling of discomfort when singing in front of people they know. This can be seen as a subtle way of seeking empathy or understanding from the listener.,0.5,-0.2,0,0,-1,-1,-1
Pretty good. How is yours?,2,0,"The utterance is a simple, straightforward response to a question about the speaker's state. It does not seek or provide empathy.",-1,1,1,1,-1,-1,-1
Do you guys have pets?,0,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
It is a trombone.,0,0,"The utterance is a straightforward, fact-oriented statement about an object, with no emotional content or need for empathy.",-1,0,2,2,-1,-1,-1
Is that a school project or you’re just doing it for fun?,2,0,"The utterance is a straightforward question, not seeking or providing empathy.",-1,0,1,2,-1,-1,0
That is nice.,2,0,"The utterance is a simple, straightforward response that does not seek or provide empathy.",-1,1,1,1,-1,-1,-1
Because I like it. It reflects my identity.,0,0,The utterance is a straightforward statement about the speaker's preference and identity. It does not seek or provide empathy.,-1,1,0,1,-1,-1,-1
Thank you,0,0,"The utterance ""Thank you"" is a simple expression of gratitude and does not seek or provide empathy.",-1,1,1,1,-1,-1,-1
"Pink, red, and blue.",0,0,The utterance is a simple statement of colors with no emotional content or context.,-1,0,2,2,-1,-1,-1
What is your favorite basketball player?,0,0,"The utterance is a straightforward question about personal preference, not seeking or providing empathy.",-1,0,1,2,-1,-1,-1
Wooww! I don’t like Lebrone. James,0,0,The utterance is a straightforward statement expressing a personal opinion about a third person (LeBron James). It neither seeks nor provides empathy.,0.5,-0.5,2,0,-1,-1,-1
 I think he is a good player. I like his playing style.,0,0,"The utterance is a straightforward, fact-oriented exchange about a third person's playing style. It neither seeks nor provides empathy.",-1,1,2,1,-1,-1,-1
Yeah,0,0,"The utterance ""Yeah"" is a simple affirmation and does not seek or provide empathy. It is a straightforward, fact-oriented exchange.",-1,1,2,2,-1,-1,-1
I really like Taylos Swift because she is a strong and independent woman.,0,0,The utterance is a straightforward statement of personal preference and admiration for a public figure. It does not seek or provide empathy.,-0.5,1,2,1,-1,-1,-1
"Jenna Ortega, Kanye West, and Taylor Swift",0,0,"The utterance is a simple statement of names, with no emotional content or context provided. It does not seek or provide empathy.",-1,0,2,2,-1,-1,-1
Did you get it?,0,0,"The utterance is a straightforward, fact-oriented question and does not seek or provide empathy.",-1,0,1,2,-1,-1,-1
What about yours?,0,0,The utterance is a simple question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
Who? Is that even a celebrity? ,0,0,"The utterance is a straightforward question about a third person or topic, without seeking or providing empathy.",-0.5,0,2,2,-1,-1,-1
"I don’t know. I can answer that another time.
",0,0,"The utterance is a straightforward response, not seeking or providing empathy.",-1,0,0,2,-1,-1,-1
What type of fish?,2,0,"The utterance is a straightforward, fact-oriented question and does not seek or provide empathy.",-1,0,1,2,-1,-1,-1
Oh! Yum! Is that your favorite food?,2,0,"The utterance is a straightforward question about the other person's preference, not seeking or providing empathy.",0.5,1,1,1,-1,-1,0
Oh same! We all like cheese,2,0,"The utterance is a straightforward statement about a shared preference, with no apparent need or provision of empathy.",-1,1,1,1,-1,-1,-1
Good choice,0,0,"The utterance ""Good choice"" is a straightforward, fact-oriented exchange that does not seek or provide empathy.",-1,1,1,1,-1,-1,-1
Rock! Good I like metal,2,0,"The utterance is a straightforward statement about personal preference, not seeking or providing empathy.",0.5,1,0,1,-1,-1,-1
I like Black Sabbath,0,0,"The utterance is a straightforward statement of personal preference, not seeking or providing empathy.",-1,1,0,1,-1,-1,-1
My sister has a very different type of music taste,0,0,The utterance is a straightforward statement about a fact and does not seek or provide empathy.,-1,0,2,2,-1,-1,-1
I can play the trumpet. Ever since grade school I have played the trumpet,2,0,The utterance is a straightforward statement about the speaker's ability to play the trumpet. It does not seek or provide empathy.,-1,1,0,1,-1,-1,-1
Yes I have a bird and I used to have dog. Do you have pets? ,2,0,"The utterance is a straightforward exchange of information and a question, without seeking or providing empathy.",-1,1,0,1,-1,-1,-1
What is your favorite animal?,0,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,-1
Yay! Have you been to a cat café in Tokyo?,2,0,"The utterance is a straightforward question about a past experience, not seeking or providing empathy.",0.5,1,1,1,-1,-1,0
"Oh, yeah that does not help. If you had any pet what would it be?",2,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
Wow do you like dogs?,2,0,"The utterance is a straightforward question about liking dogs, which does not seek or provide empathy.",-1,1,1,2,-1,-1,0
You have a favorite breed?,0,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
"Oh yeah, we saw a lot of Shibas",0,0,"The utterance is a straightforward, fact-oriented exchange and does not seek or provide empathy.",-1,1,2,1,-1,-1,-1
Me too. Delicious! ,2,0,The utterance is a simple agreement and does not seek or provide empathy.,-1,1,1,1,-1,-1,-1
Ahh! I love fried eggs. ,2,0,"The utterance is a simple statement of personal preference, not seeking or providing empathy.",0.5,1,0,1,-1,-1,-1
How often is this festival? Is it only one day? Or once a year?,2,0,"The utterance is a straightforward, fact-oriented question about a festival. It does not seek or provide empathy.",-1,0,2,2,-1,-1,-1
Ohh once a year. Is it always at night?,2,0,"The utterance is a straightforward question, not seeking or providing empathy.",-1,0,1,2,-1,-1,0
"Oh, very interesting.",2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,1,2,1,-1,-1,-1
We also play instruments. It is super fun. I play the flute. ,2,0,"The utterance is a straightforward, fact-oriented exchange about playing instruments. There is no seeking or providing of empathy.",-0.5,1,0,1,-1,-1,-1
I also play the French Horn. Maybe it is called different in Japanese. It is the curled one.,2,0,"The utterance is a straightforward, fact-oriented exchange where the speaker is sharing information about themselves. There is no explicit seeking or providing of empathy.",-1,1,0,2,-1,-1,-1
How long have you been playing the trombone?,2,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
Two years! Wow! That is exciting.,2,0,"The utterance is a straightforward response to a fact, without seeking or providing empathy.",0.5,1,1,1,-1,-1,-1
Do you need to go to a place to see what you show in the picture?,2,0,The utterance is a straightforward question about a picture and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
Nice!,0,0,"The utterance ""Nice!"" is a simple, positive response that does not seek or provide empathy. It is a straightforward, fact-oriented exchange.",0.5,1,1,1,-1,-1,-1
She is very talented.,2,0,"The utterance is a straightforward statement about another person's talent, without seeking or providing empathy.",-1,1,2,1,-1,-1,-1
What sports do you play?,2,0,"The utterance is a straightforward question about the person's hobbies, not seeking or providing empathy.",-1,0,1,2,-1,-1,0
wow! Really!,2,0,"The utterance is a simple exclamation and does not seek or provide empathy. It is a straightforward, fact-oriented exchange.",1,1,1,2,-1,-1,-1
I like basketball.,0,0,"The utterance is a straightforward statement about a personal preference, with no apparent need for empathy or an empathetic response.",-1,1,0,1,-1,-1,-1
Good job! Is white bell the top one?,2,0,"The utterance is a straightforward, fact-oriented exchange. It neither seeks nor provides empathy.",-1,1,1,1,-1,-1,-1
Oh! Hahaha.,2,0,"The utterance is a simple reaction, likely to something funny or surprising. It does not seek or provide empathy.",0.5,1,2,1,-1,-1,-1
"Yes, I used to do it when I was little.",0,0,The utterance is a straightforward response about the speaker's past experience. It does not seek or provide empathy.,-1,1,0,1,-1,-1,-1
Only a little bit. Not too much.,0,0,"The utterance is a straightforward response, not seeking or providing empathy.",-1,0,0,2,-1,-1,-1
Only the elementary school type.,2,0,"The utterance is a straightforward, fact-oriented statement. It does not seek or provide empathy.",-1,0,2,2,-1,-1,-1
Did you make your dress?,2,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
Nice!,2,0,"The utterance ""Nice!"" is a simple, positive response that does not seek or provide empathy. It is a straightforward, fact-oriented exchange.",0.5,1,1,1,-1,-1,-1
"No, sorry.",2,0,"The utterance is a straightforward response, not seeking or providing empathy.",-1,-1,1,0,-1,-1,-1
I listen to a famous Japanese artist called Yonezu. Do you know it?,2,0,The utterance is a straightforward question about knowledge of a specific artist. It does not seek or provide empathy.,-1,0,1,2,-1,-1,-1
"Yeah, at least in Japan. He makes songs for animations and openings. ",2,0,"The utterance is a straightforward, fact-oriented exchange and does not seek or provide empathy.",-1,0,2,2,-1,-1,-1
