text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason,who,emotional_reaction,interpretations,explorations
"Oh no, not at the moment. Well, she might but I’m not. What is the name of you guys’ school?",2,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is primarily focused on gathering information about the other person's school rather than expressing or seeking empathy. There is no indication of emotional sharing or acknowledgment of feelings.,0,0,0,0
We go to Bember and she goes to South,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance is straightforward and fact-oriented, providing information about the locations of two individuals without expressing or seeking emotional connection.",2,0,0,0
My favorite sport is probably soccer,0,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance is a straightforward statement about a personal preference and does not express or seek empathy.,0,0,0,0
I used to play but now I don't play much anymore,0,0,0 (neutral),0 (neutral),neutral,this is a dummy text,0,2,0,0,The utterance reflects a personal change in behavior (not playing much anymore) but does not explicitly seek or provide empathy. It is more of a statement about one's own experience without engaging the listener's feelings or emotions.,0 (focus on self),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
"Maybe it is cause I do other things, like I act. I’m an actor",0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance reflects a self-focused statement about being an actor, which does not seek or provide empathy towards another person.",0,0,0,0
Actress I guess,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Actress I guess"" does not express a need for empathy or provide empathy to another person. It appears to be a straightforward statement without emotional depth or engagement.",0,0,0,0
"Oh, not like a movie actor. Just musical theater and art creatively",0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance does not express a desire for empathy or provide empathy to another person. It appears to be a straightforward statement about the speaker's involvement in musical theater and art, lacking emotional depth or engagement with another's feelings.",0,0,0,0
"Like, do you know about it? So, I just do…there is a field of theater districts in Bloomington that I do just once in a while. I’m not hugely hugely experienced but I enjoy it and singing",0,2,0.5,0.2,positive,this is a dummy text,0,2,2,0,The utterance expresses a personal interest and enjoyment in theater and singing but does not seek or provide empathy. It is more focused on sharing a personal experience rather than engaging in an empathetic exchange.,0,1,0,0
Yes,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Yes"" is a simple affirmation and does not express any emotional content or seek to engage in an empathetic exchange. It does not indicate a desire for understanding or provide any emotional support.",0,0,0,0
"You know, I don’t really have a favorite song but probably anything from Hamilton.",0,0,0,0,neutral,this is a dummy text,0,0,0,0,The utterance is a straightforward statement about musical preference and does not express or seek empathy.,0,0,0,0
"Hahaha, I don’t know. There is this weird thing, I can sing in front of people I don’t know. But singing in a room with people I know is so weird.",0,0,0.5 (positive sentiment due to the humor),0.2 (slightly aroused due to the laughter),positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience related to social situations and feelings of discomfort, but it does not explicitly seek or provide empathy. It reflects a light-hearted acknowledgment of a social quirk rather than a deeper emotional exchange.",0 (the focus is on the speaker's own feelings),1 (weak emotional expression through humor),0 (no expression of understanding towards another's feelings),0 (no probing into another's emotions)
Pretty good. How is yours?,2,2,0 (neutral),0 (calm),neutral,this is a dummy text,0,0,1,0,The utterance is a straightforward inquiry about the other person's well-being without expressing any emotional depth or seeking emotional connection.,1 (attention is on the other person),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Do you guys have pets?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about pets and does not express or seek empathy.,2,0,0,0
It is a trombone.,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""It is a trombone."" is a straightforward statement that provides factual information without expressing or seeking emotional connection or understanding.",0,0,0,0
Is that a school project or you’re just doing it for fun?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question seeking clarification about the nature of the project, without expressing or eliciting any emotional content.",0,0,0,0
That is nice.,2,2,1 (positive),0 (neutral),positive,this is a dummy text,1,0,0,0,"The utterance ""That is nice."" is a straightforward comment that does not express a desire for empathy or provide empathy to another person. It lacks emotional depth and does not engage with the feelings of others.",0 (the focus is on the speaker's perspective),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Because I like it. It reflects my identity.,0,0,1 (positive),0 (calm),positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal preference and connection to identity, but does not seek or provide empathy towards another person.",0 (focus on self),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Thank you,0,0,1 (positive),0 (neutral),positive,this is a dummy text,1,0,0,0,"The utterance ""Thank you"" expresses gratitude but does not seek or provide empathy. It is a straightforward acknowledgment without emotional depth or exploration of feelings.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
"Pink, red, and blue.",0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Pink, red, and blue"" is a straightforward mention of colors without any emotional context or indication of seeking or providing empathy.",0,0,0,0
What is your favorite basketball player?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about a person's favorite basketball player, which does not express or seek empathy.",1,0,0,0
Wooww! I don’t like Lebrone. James,0,0,-0.5 (indicates a negative sentiment towards the subject),0.5 (indicates a moderate level of emotional intensity due to the strong opinion expressed),negative,this is a dummy text,0,0,0,0,"The utterance expresses a personal dislike for a public figure, which does not seek or provide empathy. It is a straightforward opinion without emotional depth or engagement with another person's feelings.",0 (the focus is on the speaker's own feelings),0 (no explicit emotional response is provided),0 (no expression of understanding towards another's feelings),0 (no interest in exploring another's emotions)
I think he is a good player. I like his playing style.,0,0,0.8,0.2,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal opinion about a player and their playing style, focusing on the speaker's positive feelings without seeking or providing empathy.",0,0,0,0
Yeah,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Yeah"" is a very brief and neutral response that does not express any emotional content or seek to engage in an empathetic exchange. It does not indicate a desire for empathy nor does it provide any empathetic response to another person's feelings.",0,0,0,0
I really like Taylos Swift because she is a strong and independent woman.,0,0,1 (positive sentiment),0.5 (moderately aroused due to positive feelings),positive,this is a dummy text,0,1,0,0,"The utterance expresses a personal opinion about Taylor Swift, highlighting her qualities as a strong and independent woman. It does not seek or provide empathy but rather shares a positive sentiment about a public figure.",0 (the focus is on the speaker's feelings about Taylor Swift),"1 (weak emotional expression, as it does not explicitly convey strong feelings)",0 (no expression of understanding towards another person's feelings),0 (no probing into another person's emotions or situation)
"Jenna Ortega, Kanye West, and Taylor Swift",0,0,0,0,neutral,this is a dummy text,0,0,0,0,The utterance consists of names of celebrities without any emotional context or expression of feelings. It does not seek or provide empathy.,2,0,0,0
Did you get it?,0,2,0,0,neutral,this is a dummy text,0,0,1,0,"The utterance ""Did you get it?"" is a straightforward question that seeks confirmation or clarification about understanding, without expressing or eliciting any emotional content. It does not indicate a desire for empathy or provide empathy to another person.",0,0,0,0
What about yours?,0,0,0,0,neutral,this is a dummy text,0,0,1,0,"The utterance ""What about yours?"" is a question that prompts the other person to share their feelings or experiences, indicating a desire to engage in a reciprocal conversation. However, it does not explicitly express empathy or emotional understanding.",1,0,0,1
Who? Is that even a celebrity?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about the identity of a celebrity, showing no signs of seeking or providing empathy.",0,0,0,0
I don’t know. I can answer that another time.,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance expresses a lack of willingness or readiness to engage in the conversation at the moment, indicating a straightforward response without seeking or providing empathy.",0,0,0,0
What type of fish?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance ""What type of fish?"" is a straightforward question that seeks factual information without any emotional context or engagement.",0,0,0,0
Oh! Yum! Is that your favorite food?,2,2,1,0.5,positive,this is a dummy text,0,0,2,0,"The utterance expresses excitement and curiosity about the other person's favorite food, indicating a positive engagement but not a direct expression of empathy.",1,1,0,1
Oh same! We all like cheese,2,2,0.8,0.2,positive,this is a dummy text,0,2,0,0,"The utterance expresses a shared enjoyment of cheese, indicating a positive sentiment but does not seek or provide empathy. It is more of a factual statement about a common preference rather than an emotional exchange.",0,0,0,0
Good choice,0,2,1,0,positive,this is a dummy text,0,0,0,0,"The utterance ""Good choice"" is a straightforward acknowledgment or affirmation of a decision made by someone else. It does not express a desire for empathy or provide emotional support, making it more fact-oriented.",1,0,0,0
Rock! Good I like metal,2,2,1 (positive sentiment),0.5 (indicates moderate excitement about the topic),positive,this is a dummy text,0,0,0,0,The utterance expresses a positive sentiment towards a music genre (metal) but does not seek or provide empathy. It is straightforward and fact-oriented.,0 (the focus is on the speaker's preference),0 (no emotional expressiveness related to empathy),0 (no expression of understanding towards another's feelings),0 (no probing into another's emotions or situation)
I like Black Sabbath,0,0,0.5 (positive sentiment towards the band),"0.2 (slightly positive, but not highly aroused)",positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal preference for a music band, which does not indicate a need for empathy or an understanding of another's feelings.",0 (the focus is on the speaker's own feelings),0 (no explicit emotional response),0 (no expression of understanding),0 (no probing into another's emotions)
My sister has a very different type of music taste,0,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance is a straightforward statement about a difference in music taste and does not express a need for empathy or provide empathy to another person.,0,0,0,0
I can play the trumpet. Ever since grade school I have played the trumpet,2,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is straightforward and fact-oriented, focusing on the speaker's ability to play the trumpet and their experience with it. There is no indication of seeking or providing empathy.",0,0,0,0
Yes I have a bird and I used to have dog. Do you have pets?,2,2,0 (neutral),0 (neutral),neutral,this is a dummy text,0,2,2,0,"The utterance is primarily focused on sharing information about pets and asking about the other person's pets, which indicates a straightforward conversation without a clear expression of empathy.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
What is your favorite animal?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about a person's favorite animal, which does not express or seek empathy.",1,0,0,0
Yay! Have you been to a cat café in Tokyo?,2,2,1,0.5,positive,this is a dummy text,0,0,2,0,The utterance expresses excitement and curiosity about a specific experience (visiting a cat café in Tokyo) but does not seek or provide empathy. It is more of a straightforward inquiry about a shared interest.,0,0,0,0
"Oh, yeah that does not help. If you had any pet what would it be?",2,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance does not express a desire for empathy or provide empathy; it shifts the conversation to a hypothetical question about pets, indicating a lack of emotional engagement.",0,0,0,0
Wow do you like dogs?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about a preference for dogs and does not express or seek empathy.,0,0,0,0
You have a favorite breed?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about someone's preferences and does not express or seek empathy.,1,0,0,0
"Oh yeah, we saw a lot of Shibas",0,0,0,0,neutral,this is a dummy text,0,1,0,0,The utterance is a straightforward statement about seeing Shibas and does not express any emotional content or seek or provide empathy.,0,0,0,0
Me too. Delicious!,2,2,1 (indicates a positive emotional polarity),0.5 (indicates moderate emotional intensity due to the positive sentiment),positive,this is a dummy text,0,1,0,0,"The utterance ""Me too. Delicious!"" expresses a shared positive experience, indicating a desire to connect over a pleasurable feeling. However, it does not explicitly seek or provide deeper emotional understanding or exploration.",0 (the focus is on the speaker's own experience),1 (there is a weak emotional expression of enjoyment),0 (there is no expression of understanding towards another's feelings),0 (there is no probing into the feelings or situation of another)
Ahh! I love fried eggs.,2,2,1 (indicates a positive emotional response),0.5 (indicates a moderate level of excitement),positive,this is a dummy text,0,2,0,0,The utterance expresses a positive sentiment about a food item but does not seek or provide empathy.,0 (the focus is on the speaker's own feelings),1 (there is a weak emotional expression of enjoyment),0 (no understanding of another's feelings is expressed),0 (no probing into another's emotions or situation)
How often is this festival? Is it only one day? Or once a year?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is focused on gathering factual information about the frequency and duration of a festival, without expressing any emotional content or seeking emotional connection.",0,0,0,0
Ohh once a year. Is it always at night?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question seeking factual information about the timing of an event, without any emotional content or indication of empathy.",0,0,0,0
"Oh, very interesting.",2,2,0 (neutral),0 (neutral),neutral,this is a dummy text,1,0,0,0,"The utterance ""Oh, very interesting."" does not express a need for empathy or provide empathy. It is a neutral statement that does not engage with emotions or feelings.",0 (the focus is on the speaker's reaction),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
We also play instruments. It is super fun. I play the flute.,2,2,1 (positive sentiment about the activity),0.5 (indicates a moderate level of excitement about playing instruments),positive,this is a dummy text,0,2,0,0,The utterance is primarily focused on sharing a personal experience about playing instruments and does not express a need for empathy or provide empathy to another person.,0 (the speaker is focused on themselves),0 (no explicit emotional response is expressed),0 (no expression of understanding towards another's feelings),0 (no probing into another's emotions or situation)
I also play the French Horn. Maybe it is called different in Japanese. It is the curled one.,2,2,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is straightforward and fact-oriented, discussing the French Horn without expressing or seeking empathy.",0,0,0,0
How long have you been playing the trombone?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about the duration of playing the trombone, which does not express or seek empathy.",1,0,0,0
Two years! Wow! That is exciting.,2,2,1,0.5,positive,this is a dummy text,0,1,0,0,"The utterance expresses excitement about a time duration, indicating a positive sentiment but does not seek or provide empathy.",0,1,0,0
Do you need to go to a place to see what you show in the picture?,2,2,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance appears to be a question that seeks to understand the other person's needs or feelings regarding a picture, but it does not explicitly express empathy or emotional understanding. It is more fact-oriented and does not delve into emotional exploration.",1,0,0,1
Nice!,0,0,1 (indicates a positive emotional polarity),0.5 (indicates a moderate level of positive excitement),positive,this is a dummy text,0,0,0,0,"The utterance ""Nice!"" is a brief expression that does not seek or provide empathy. It is a positive affirmation but lacks depth or context to indicate emotional engagement with another person's feelings.",0 (the focus is on the speaker's own positive reaction),0 (does not allude to any emotion beyond a simple positive statement),0 (no expression of understanding towards another's feelings),0 (no probing into the situation of another)
She is very talented.,2,2,1,0,positive,this is a dummy text,0,1,0,0,The utterance is a straightforward statement about someone's talent and does not express a need for empathy or provide empathy to another person.,2,0,0,0
What sports do you play?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about sports and does not express or seek empathy.,0,0,0,0
wow! Really!,2,2,0.5 (positive sentiment due to the expression of surprise),0.5 (indicates moderate emotional intensity due to surprise),neutral (the sentiment is not clearly positive or negative),this is a dummy text,0,0,0,0,"The utterance ""wow! Really!"" expresses surprise or astonishment but does not indicate a desire for empathy or an understanding of another's feelings. It is more of a reaction to information rather than an empathetic response.",0 (the focus is on the speaker's reaction),1 (weak emotional response due to the expression of surprise),0 (no expression of understanding towards another's feelings),0 (no probing into the situation of another)
I like basketball.,0,0,0.5 (positive),0.2 (mildly positive),positive,this is a dummy text,0,2,0,0,The utterance expresses a personal preference and does not seek or provide empathy. It is straightforward and fact-oriented.,0 (the focus is on the speaker),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest in exploring another's emotions)
Good job! Is white bell the top one?,2,2,0,0,neutral,this is a dummy text,1,0,2,0,"The utterance is a straightforward question about a specific topic (the ranking of ""white bell"") and does not express or seek emotional understanding or connection.",0,0,0,0
Oh! Hahaha.,2,2,1 (indicating a positive emotional polarity),0.5 (indicating a moderate level of emotional intensity due to laughter),positive,this is a dummy text,0,0,0,0,"The utterance ""Oh! Hahaha."" expresses a light-hearted or amused reaction but does not indicate a desire for empathy or an understanding of another's feelings. It is more of a neutral or positive expression without context that suggests seeking or providing empathy.",0 (the focus is on the speaker's own reaction),"1 (weak emotional expressiveness, as it shows amusement but lacks depth)",0 (no expression of understanding towards another's feelings),0 (no probing into another's emotions or situation)
"Yes, I used to do it when I was little.",0,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance reflects a personal experience but does not explicitly seek or provide empathy. It is more of a statement about the speaker's past rather than an emotional exchange.,0,0,0,0
Only a little bit. Not too much.,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Only a little bit. Not too much."" does not express a desire for empathy or provide empathy. It appears to be a straightforward response that lacks emotional depth or engagement with feelings.",0,0,0,0
Only the elementary school type.,2,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Only the elementary school type"" is straightforward and does not express any emotional content or seek to connect with another person's feelings. It appears to be a factual statement without any indication of empathy.",0,0,0,0
Did you make your dress?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about the dress-making process and does not express or seek emotional understanding or connection.,1,0,0,0
Nice!,2,2,0.8 (positive sentiment),"0.2 (slightly aroused, but not strongly)",positive,this is a dummy text,0,0,0,0,"The utterance ""Nice!"" is a brief expression that does not seek or provide empathy. It does not indicate any emotional depth or engagement with another person's feelings.",0 (the focus is on the speaker's own positive reaction),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
"No, sorry.",2,0,0,0,neutral,this is a dummy text,1,0,0,0,"The utterance ""No, sorry."" is a straightforward response that does not express a desire for empathy or provide empathy to another person. It lacks emotional depth and does not engage with the feelings of others.",0,0,0,0
I listen to a famous Japanese artist called Yonezu. Do you know it?,2,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward inquiry about a music artist and does not express or seek empathy.,0,0,0,0
"Yeah, at least in Japan. He makes songs for animations and openings.",2,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance is factual and does not express any emotional content or seek to connect on an emotional level. It simply states information about a person who makes songs for animations and openings in Japan.,2,0,0,0
I cook and I like playing the piano,2,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance is straightforward and does not express a need for empathy or provide empathy to another person. It simply states personal interests without emotional context.,0,0,0,0
I like cupcakes.,2,0,1 (positive),0 (neutral),positive,this is a dummy text,0,2,0,0,The utterance expresses a personal preference without seeking or providing empathy. It is straightforward and fact-oriented.,0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Many people like sleeping in their beds with mandarins. I like eating soup with mochi. But you can get fat if you eat too much mochi.,2,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance is primarily factual and does not express or seek emotional understanding or connection. It discusses personal preferences without engaging in empathetic communication.,0,0,0,0
What is your favorite subject?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about a person's favorite subject, which does not express or seek empathy.",1,0,0,0
What are your ages?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question seeking factual information about ages, without any emotional content or indication of empathy.",2,0,0,0
What grade are you?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance ""What grade are you?"" is a straightforward question that seeks factual information without expressing or eliciting any emotional content. It does not indicate a desire for empathy or an understanding of feelings.",0,0,0,0
We also start with zero,0,2,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""We also start with zero"" is a straightforward statement that does not express any emotional content or seek to connect with another person's feelings. It appears to be fact-oriented and lacks any indication of empathy.",0,0,0,0
It is wonderful.,0,0,1,0.5,positive,this is a dummy text,1,0,0,0,"The utterance ""It is wonderful"" expresses a positive sentiment but does not seek or provide empathy. It is a straightforward statement about a positive experience without engaging with another person's feelings.",0,1,0,0
I like school.,0,0,1 (indicating a positive emotional polarity),0.5 (indicating a moderate level of positive emotional intensity),positive,this is a dummy text,0,2,0,0,The utterance expresses a positive sentiment about school but does not seek or provide empathy. It is a straightforward statement of preference.,0 (the focus is on the speaker's own feelings),0 (does not allude to any emotion related to others),0 (no expression of understanding towards another's feelings),0 (no probing into another's emotions or situation)
I took this picture of my bike because I go to school on it. You can also see my house in the background.,0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is straightforward and fact-oriented, describing a picture of a bike and a house without expressing or seeking emotional connection.",0,0,0,0
Yeah because I go to a public school.,0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is straightforward and fact-oriented, providing information about the speaker's school environment without expressing or seeking emotional connection.",0,0,0,0
I used to play the piano. But now I play the violin.,0,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance is a straightforward statement about a change in musical instruments and does not express any emotional need or understanding.,0,0,0,0
"oh no, I do ballet.",0,0,-0.5 (negative sentiment due to the expression of concern),"0.2 (slightly aroused due to the expression ""oh no"")",negative,this is a dummy text,0,2,0,0,"The utterance ""oh no, I do ballet"" suggests a negative emotional response, possibly indicating distress or concern about the activity mentioned (ballet). However, it does not explicitly seek or provide empathy.",0 (the focus is on the speaker's own experience),"1 (weak emotional response indicated by ""oh no"")",0 (no expression of understanding towards another's feelings),0 (no probing into another's emotions or situation)
How do you go to school?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about the method of going to school, lacking any emotional content or a request for empathy.",0,0,0,0
Are you guys not having exams?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward inquiry about the status of exams and does not express or seek emotional understanding or connection.,2,0,0,0
primary school. And yours?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about someone's primary school experience, lacking emotional content or a desire for empathy.",0,0,0,0
"Those are nice school names. And really, what is your favorite sport?",0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is focused on asking about the other person's favorite sport and making a neutral comment about school names, indicating a lack of emotional engagement or empathy.",1,0,0,0
Oh!,0,0,"0 (neutral, as it does not convey a positive or negative sentiment)","0.2 (slightly aroused, as ""Oh!"" can indicate a mild surprise or realization)",neutral,this is a dummy text,0,0,0,0,"The utterance ""Oh!"" is an expression that can indicate surprise, realization, or a reaction to something that has been said or experienced. However, it does not explicitly seek or provide empathy, as it lacks context and does not convey a clear emotional state or understanding of another's feelings.","0 (the focus is on the speaker's reaction, not on another person)",0 (does not allude to any specific emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Why?!,0,2,-0.5,0.7,negative,this is a dummy text,0,0,1,1,"The utterance ""Why?!"" expresses a strong emotional reaction, likely indicating confusion, frustration, or a desire for understanding. It does not provide empathy but rather seeks clarification or acknowledgment of feelings.",0,1,0,1
Wow!,0,0,0.5 (suggesting a positive emotional response),0.5 (indicating moderate arousal due to the exclamatory nature of the utterance),neutral (the sentiment is not clearly positive or negative),this is a dummy text,0,0,0,0,"The utterance ""Wow!"" expresses a reaction that could indicate surprise or amazement, but it does not explicitly seek or provide empathy. It lacks context to determine if it relates to someone's feelings or emotions.",0 (the focus is on the speaker's reaction),"1 (there is a weak emotional expressiveness, as ""Wow!"" conveys a reaction but does not specify an emotion)",0 (there is no expression of understanding towards another's feelings),0 (there is no probing into another's emotions or situation)
What movie did you play?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about a movie and does not express or seek empathy.,0,0,0,0
Oh,0,0,0 (neutral),0 (neutral),neutral,this is a dummy text,0,0,0,0,"The utterance ""Oh"" is a very brief expression that does not provide enough context to indicate a clear emotional state or intention. It could imply surprise, realization, or acknowledgment, but it does not explicitly seek or provide empathy.","0 (the focus is unclear, but it does not direct attention to another person)",0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
So you sing?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance ""So you sing?"" is a straightforward question that does not express any emotional content or seek to understand the feelings of another person. It is fact-oriented and does not indicate a desire for empathy or provide empathy.",1,0,0,0
What is your favorite song,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about a person's favorite song, which does not express or seek empathy.",1,0,0,0
Can you sing for us?,0,0,0 (neutral),0 (neutral),neutral,this is a dummy text,0,0,2,0,"The utterance ""Can you sing for us?"" is a request for a performance rather than an expression of feelings or emotions. It does not seek or provide empathy, as it is straightforward and fact-oriented.",0 (the focus is on the speaker's request),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
How is your country like (there?),0,2,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward inquiry about the state of another person's country, lacking emotional depth or a desire for emotional connection.",1,0,0,0
Fine. Is it daytime?,0,0,0 (neutral),0 (calm),neutral,this is a dummy text,0,0,2,0,"The utterance ""Fine. Is it daytime?"" does not express any emotional content or seek to understand or provide empathy. It appears to be a straightforward inquiry about the time of day without any emotional context.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
What is the name of your instrument?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about the name of an instrument, which does not express or seek empathy.",0,0,0,0
I enjoy making costumes. I like roleplaying.,0,0,1,0.5,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal interest and enjoyment in making costumes and roleplaying, but does not seek or provide empathy towards another person.",0,0,0,0
I made it for fun and for other people who like acting.,0,0,1 (positive),0 (calm),positive,this is a dummy text,0,2,0,0,"The utterance expresses a straightforward intention behind an action (making something for fun and for others), without seeking or providing emotional support or understanding.",0 (focus on self),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Why did you take a picture of this?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question seeking clarification about an action (taking a picture) without expressing or eliciting emotional content.,0,0,0,0
That is nice to hear.,0,0,0.8,0.2,positive,this is a dummy text,1,0,0,0,"The utterance ""That is nice to hear"" expresses a positive sentiment but does not indicate a strong emotional connection or understanding of another's feelings. It acknowledges something positive but does not seek or provide deeper empathy.",0,1,0,0
What is your favorite color?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about a preference and does not express or seek emotional understanding or connection.,0,0,0,0
It is my basketball t-shirt.,0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is straightforward and fact-oriented, simply stating ownership of an item without any emotional context or need for empathy.",0,0,0,0
It is Lebron James,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""It is Lebron James"" is a straightforward statement that does not express any emotional content or seek to connect with another person's feelings. It is fact-oriented and does not indicate a desire for empathy or provide empathy to others.",0,0,0,0
Why do you like Lebron?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about someone's preference for a basketball player, lacking emotional depth or a need for empathy.",0,0,0,0
Can I ask you a question?,0,2,0,0,neutral,this is a dummy text,0,0,1,0,"The utterance ""Can I ask you a question?"" is a straightforward inquiry that does not express a desire for emotional connection or understanding. It does not indicate any emotional content or a need for empathy from the speaker.",0,0,0,0
Who is your favorite celebrity?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about personal preference and does not express or seek emotional understanding.,0,0,0,0
"So, she wanted to know who your favorite celebrities are",0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is straightforward and fact-oriented, asking about favorite celebrities without expressing or seeking emotional connection.",0,0,0,0
Ok,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Ok"" is a neutral response that does not express any emotional content or seek to engage in an empathetic exchange. It does not indicate a desire for empathy nor does it provide any empathetic response.",0,0,0,0
Yeah,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Yeah"" is a very brief and neutral response that does not express any emotional content or seek to engage in an empathetic exchange. It does not indicate a desire for empathy nor does it provide any empathetic response.",0,0,0,0
Mine is Katty B and Nicki Minaj,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance is a straightforward statement about a preference or opinion regarding artists, without any emotional context or need for empathy.",0,0,0,0
What do you like Lipgloss?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about a preference for lip gloss, which does not express or seek empathy.",0,0,0,0
