text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label
"Did you know that I couldn't come to work yesterday because a dog bit me? I was just walking on the street the other day and somebody with an unleashed dog, dangerous dog was close to me and I got bitten. I had to go to the hospital and I'm taking a lot of medications because of the infection. It was really bad.",1,1,0.0044,-0.1182,negative,this is a dummy text,0,2,0,1
I reported it to the police and they will try to find the person responsible with the cameras and everything but so far like like we don't have any news of about this so I would have to pay for my treatment which is expensive and also I won't be able to walk well or like I mean I need to take care of my leg for the next few weeks,0,1,0.227478260869565,-0.0847826086956522,negative,this is a dummy text,0,2,0,0
right yeah and I still need to come to work too so it's a bit difficult,0,1,0.0533333333333333,-0.0663333333333333,negative,this is a dummy text,0,2,0,0
Nature and technology.,0,0,0.633,-0.326,neutral,this is a dummy text,0,0,0,0
My age is 12.,0,0,0.122,-0.548,neutral,this is a dummy text,0,2,0,0
6th grade. But we have a different grading school. It starts from zero.,0,0,0.3795,-0.1965,neutral,this is a dummy text,0,0,0,0
How is your school?,2,2,0.53,-0.154,neutral,this is a dummy text,0,0,2,2
"To be honest, I hate my school. I don’t like going to school.",0,0,0.292285714285714,-0.157428571428571,negative,this is a dummy text,0,2,0,1
"I like school, but I also don’t? I don’t know",0,0,0.4475,-0.2045,negative,this is a dummy text,0,0,0,0
Do you go to school without a school uniform?,0,2,0.305,-0.234,neutral,this is a dummy text,0,0,2,1
I see. Do you guys do the piano dance?,0,2,0.408,-0.0905,neutral,this is a dummy text,0,0,2,2
"No, I’m talking about dancing.",0,0,0.77,0.736,neutral,this is a dummy text,0,0,0,0
I see.,0,0,0.27,-0.462,neutral,this is a dummy text,0,0,0,0
I live in the school.,0,0,0.645,0.096,neutral,this is a dummy text,0,2,0,0
"Oh no, not at the moment. Well, she might but I’m not. What is the name of you guys’ school?",2,2,0.2625,-0.2375,neutral,this is a dummy text,0,0,2,0
We go to Bember and she goes to South,0,0,0.0546666666666667,-0.235333333333333,neutral,this is a dummy text,0,0,0,0
My favorite sport is probably soccer,0,0,0.632,0.418,positive,this is a dummy text,0,2,0,0
I used to play but now I don't play much anymore,0,0,0.318666666666667,0.224,negative,this is a dummy text,0,2,0,0
"Maybe it is cause I do other things, like I act. I’m an actor",0,0,0.205333333333333,-0.0796666666666667,neutral,this is a dummy text,0,2,0,0
Actress I guess,0,0,0.273,0.019,neutral,this is a dummy text,0,0,0,0
"Oh, not like a movie actor. Just musical theater and art creatively",0,0,0.548,0.033,neutral,this is a dummy text,0,0,0,0
"Like, do you know about it? So, I just do…there is a field of theater districts in Bloomington that I do just once in a while. I’m not hugely hugely experienced but I enjoy it and singing",0,2,0.468222222222222,0.008,positive,this is a dummy text,0,2,2,0
Yes,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,0
"You know, I don’t really have a favorite song but probably anything from Hamilton.",0,0,0.575,-0.091,neutral,this is a dummy text,0,0,0,0
"Hahaha, I don’t know. There is this weird thing, I can sing in front of people I don’t know. But singing in a room with people I know is so weird.",0,0,0.276666666666667,-0.129866666666667,negative,this is a dummy text,0,2,0,0
Pretty good. How is yours?,2,2,0.813,-0.116,positive,this is a dummy text,0,0,1,2
Do you guys have pets?,0,2,0.458,-0.306,neutral,this is a dummy text,0,0,2,0
It is a trombone.,0,0,0.124,0.0,neutral,this is a dummy text,0,0,0,0
Is that a school project or you’re just doing it for fun?,2,2,0.605333333333333,0.152,neutral,this is a dummy text,0,0,2,2
That is nice.,2,2,0.86,-0.116,positive,this is a dummy text,1,0,0,0
Because I like it. It reflects my identity.,0,0,0.382,-0.287,positive,this is a dummy text,0,2,0,0
Thank you,0,0,0.916,-0.294,positive,this is a dummy text,1,0,0,1
"Pink, red, and blue.",0,0,0.252666666666667,-0.472666666666667,neutral,this is a dummy text,0,0,0,0
What is your favorite basketball player?,0,0,0.504,0.361333333333333,neutral,this is a dummy text,0,0,2,2
Wooww! I don’t like Lebrone. James,0,0,0.365,-0.193,negative,this is a dummy text,0,0,0,0
I think he is a good player. I like his playing style.,0,0,0.498,-0.0844,positive,this is a dummy text,0,0,0,0
Yeah,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,0
I really like Taylos Swift because she is a strong and independent woman.,0,0,0.638,0.157,positive,this is a dummy text,0,1,0,1
"Jenna Ortega, Kanye West, and Taylor Swift",0,0,0.322,0.113,neutral,this is a dummy text,0,0,0,0
Did you get it?,0,2,0.48,0.188,neutral,this is a dummy text,0,0,1,2
What about yours?,0,0,0.0,0.0,neutral,this is a dummy text,0,0,1,2
Who? Is that even a celebrity?,0,0,0.52,0.238,neutral,this is a dummy text,0,0,2,2
I don’t know. I can answer that another time.,0,0,0.2856,-0.2656,neutral,this is a dummy text,0,0,0,0
What type of fish?,2,2,0.01,-0.436,neutral,this is a dummy text,0,0,2,2
Oh! Yum! Is that your favorite food?,2,2,0.773,-0.086,positive,this is a dummy text,0,0,2,2
Oh same! We all like cheese,2,2,0.459,-0.367,positive,this is a dummy text,0,2,0,0
Good choice,0,2,0.683,-0.112,positive,this is a dummy text,0,0,0,2
Rock! Good I like metal,2,2,0.4155,-0.307,positive,this is a dummy text,0,0,0,0
I like Black Sabbath,0,0,0.438,-0.294,positive,this is a dummy text,0,0,0,0
My sister has a very different type of music taste,0,0,0.4652,-0.2116,neutral,this is a dummy text,0,2,0,1
I can play the trumpet. Ever since grade school I have played the trumpet,2,0,0.382857142857143,-0.018,positive,this is a dummy text,0,2,0,1
Yes I have a bird and I used to have dog. Do you have pets?,2,2,0.392,-0.244,neutral,this is a dummy text,0,2,2,0
What is your favorite animal?,0,0,0.406,0.1,neutral,this is a dummy text,0,0,2,2
Yay! Have you been to a cat café in Tokyo?,2,2,0.361,-0.165,positive,this is a dummy text,0,0,2,2
"Oh, yeah that does not help. If you had any pet what would it be?",2,2,0.3044,-0.2856,negative,this is a dummy text,0,0,2,2
Wow do you like dogs?,2,2,0.423,-0.147,neutral,this is a dummy text,0,0,2,0
You have a favorite breed?,0,2,0.421333333333333,-0.0533333333333333,neutral,this is a dummy text,0,0,2,0
"Oh yeah, we saw a lot of Shibas",0,0,-0.153,-0.244,neutral,this is a dummy text,0,1,0,0
Me too. Delicious!,2,2,0.854,0.3,positive,this is a dummy text,0,1,0,0
Ahh! I love fried eggs.,2,2,0.442,-0.172,positive,this is a dummy text,0,2,0,2
How often is this festival? Is it only one day? Or once a year?,2,2,0.3365,-0.2245,neutral,this is a dummy text,0,0,2,2
Ohh once a year. Is it always at night?,2,2,0.14,-0.32,neutral,this is a dummy text,0,0,2,2
"Oh, very interesting.",2,2,0.854,0.452,positive,this is a dummy text,1,0,0,2
We also play instruments. It is super fun. I play the flute.,2,2,0.527666666666667,0.301,positive,this is a dummy text,0,2,0,0
I also play the French Horn. Maybe it is called different in Japanese. It is the curled one.,2,2,0.1755,-0.0195,neutral,this is a dummy text,0,2,0,2
How long have you been playing the trombone?,2,2,0.103,-0.147,neutral,this is a dummy text,0,0,2,2
Two years! Wow! That is exciting.,2,2,0.341333333333333,-0.149333333333333,positive,this is a dummy text,0,1,0,2
Do you need to go to a place to see what you show in the picture?,2,2,0.205,-0.125333333333333,neutral,this is a dummy text,0,0,0,2
Nice!,0,0,0.86,-0.116,positive,this is a dummy text,0,0,0,2
She is very talented.,2,2,0.878,0.27,positive,this is a dummy text,0,1,0,0
What sports do you play?,2,2,0.677,0.465,neutral,this is a dummy text,0,0,2,2
wow! Really!,2,2,0.0,0.0,positive,this is a dummy text,0,0,0,2
I like basketball.,0,0,0.533,0.117,positive,this is a dummy text,0,2,0,0
Good job! Is white bell the top one?,2,2,0.3944,-0.1556,positive,this is a dummy text,1,0,2,2
Oh! Hahaha.,2,2,0.0,0.0,positive,this is a dummy text,0,0,0,2
"Yes, I used to do it when I was little.",0,0,-0.0606666666666667,-0.324,neutral,this is a dummy text,0,2,0,0
Only a little bit. Not too much.,0,0,-0.188,-0.53,neutral,this is a dummy text,0,0,0,0
Only the elementary school type.,2,0,0.239333333333333,-0.338,neutral,this is a dummy text,0,0,0,0
Did you make your dress?,2,2,0.444,-0.28,neutral,this is a dummy text,0,0,2,2
Nice!,2,2,0.86,-0.116,positive,this is a dummy text,0,0,0,2
"No, sorry.",2,0,-0.188,-0.276,negative,this is a dummy text,1,0,0,0
I listen to a famous Japanese artist called Yonezu. Do you know it?,2,2,0.627,-0.031,neutral,this is a dummy text,0,0,2,1
"Yeah, at least in Japan. He makes songs for animations and openings.",2,0,0.504,0.03,neutral,this is a dummy text,0,2,0,0
I cook and I like playing the piano,2,0,0.513333333333333,-0.202666666666667,positive,this is a dummy text,0,2,0,0
I like cupcakes.,2,0,0.375,-0.314,positive,this is a dummy text,0,2,0,1
Many people like sleeping in their beds with mandarins. I like eating soup with mochi. But you can get fat if you eat too much mochi.,2,0,0.289636363636364,-0.281636363636364,neutral,this is a dummy text,0,2,0,2
What is your favorite subject?,0,2,0.487,-0.066,neutral,this is a dummy text,0,0,2,2
What are your ages?,0,2,0.122,-0.548,neutral,this is a dummy text,0,0,2,2
What grade are you?,0,2,0.396,-0.28,neutral,this is a dummy text,0,0,2,2
We also start with zero,0,2,0.368,-0.14,neutral,this is a dummy text,0,0,0,2
It is wonderful.,0,0,0.942,0.552,positive,this is a dummy text,1,0,0,2
I like school.,0,0,0.484,-0.224,positive,this is a dummy text,0,2,0,0
I took this picture of my bike because I go to school on it. You can also see my house in the background.,0,0,0.245,-0.30175,neutral,this is a dummy text,0,2,0,0
Yeah because I go to a public school.,0,0,0.244666666666667,-0.084,neutral,this is a dummy text,0,2,0,0
I used to play the piano. But now I play the violin.,0,0,0.402,0.03,neutral,this is a dummy text,0,2,0,1
"oh no, I do ballet.",0,0,0.312,-0.04,neutral,this is a dummy text,0,2,0,0
How do you go to school?,0,2,0.296666666666667,-0.0586666666666667,neutral,this is a dummy text,0,0,2,2
Are you guys not having exams?,0,2,0.062,0.03,neutral,this is a dummy text,0,0,2,2
primary school. And yours?,0,2,0.327,-0.187,neutral,this is a dummy text,0,0,2,2
"Those are nice school names. And really, what is your favorite sport?",0,2,0.6072,-0.018,positive,this is a dummy text,0,0,2,2
Oh!,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,2
Why?!,0,2,0.0,0.0,negative,this is a dummy text,0,0,1,2
Wow!,0,0,0.0,0.0,positive,this is a dummy text,0,0,0,2
What movie did you play?,0,2,0.604,0.325,neutral,this is a dummy text,0,0,2,2
Oh,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,2
So you sing?,0,2,0.716,0.212,neutral,this is a dummy text,0,0,2,0
What is your favorite song,0,0,0.739,0.003,neutral,this is a dummy text,0,0,2,0
Can you sing for us?,0,0,0.716,0.212,neutral,this is a dummy text,0,0,2,0
How is your country like (there?),0,2,0.417,-0.253,neutral,this is a dummy text,0,0,2,2
Fine. Is it daytime?,0,0,0.573,-0.436,neutral,this is a dummy text,0,0,2,2
What is the name of your instrument?,0,0,0.135,-0.163,neutral,this is a dummy text,0,0,2,2
I enjoy making costumes. I like roleplaying.,0,0,0.484,0.0586666666666667,positive,this is a dummy text,0,2,0,0
I made it for fun and for other people who like acting.,0,0,0.4695,0.1195,positive,this is a dummy text,0,2,0,0
Why did you take a picture of this?,0,2,0.542,-0.155,neutral,this is a dummy text,0,0,2,2
That is nice to hear.,0,0,0.69,-0.129,positive,this is a dummy text,1,0,0,2
What is your favorite color?,0,2,0.671,-0.13,neutral,this is a dummy text,0,0,2,2
It is my basketball t-shirt.,0,0,0.512,-0.05,neutral,this is a dummy text,0,2,0,0
It is Lebron James,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,0
Why do you like Lebron?,0,0,0.389,-0.099,neutral,this is a dummy text,0,0,2,0
Can I ask you a question?,0,2,0.041,-0.15,neutral,this is a dummy text,0,0,1,0
Who is your favorite celebrity?,0,0,0.645,0.209,neutral,this is a dummy text,0,0,2,2
"So, she wanted to know who your favorite celebrities are",0,0,0.606666666666667,0.0466666666666667,neutral,this is a dummy text,0,0,2,0
Ok,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,0
Yeah,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,0
Mine is Katty B and Nicki Minaj,0,0,0.376,-0.164,neutral,this is a dummy text,0,0,0,0
What do you like Lipgloss?,0,0,0.389,-0.099,neutral,this is a dummy text,0,0,2,2
I chose this avatar cause I ate fish yesterday,0,0,0.056,-0.3255,neutral,this is a dummy text,0,0,0,0
You know maguro? I had it yesterday,0,0,0.265,-0.353,neutral,this is a dummy text,0,2,0,0
I chose this because I like cheese,0,0,0.459,-0.367,positive,this is a dummy text,0,0,0,0
I chose this one cause it is the same,0,0,0.011,-0.335,neutral,this is a dummy text,0,2,0,0
I like playing rock songs,0,0,0.464,-0.332,positive,this is a dummy text,0,2,0,0
What is your favorite music band?,0,1,0.577333333333333,0.136666666666667,neutral,this is a dummy text,0,0,2,2
Very nice I always listen to black Sabbath,0,2,0.701,-0.198,positive,this is a dummy text,0,0,0,0
I play the flute and I like listening to pop music and recently went to a concert. Have you guys been to any concert?,0,1,0.53275,0.1555,positive,this is a dummy text,0,2,2,1
Do you have any pets? another pet?,0,2,0.75,-0.346,neutral,this is a dummy text,0,0,2,0
"No, I am allergic",0,0,-0.73,0.098,negative,this is a dummy text,0,0,0,0
Cat!,0,0,0.334,-0.48,neutral,this is a dummy text,0,0,0,0
"No, I have allergy",0,0,-0.408,0.212,negative,this is a dummy text,0,0,0,0
I had a beetle,0,0,-0.354,-0.288,neutral,this is a dummy text,0,2,0,1
Yeah,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,0
Do you know the Japanese one?,0,0,0.307,-0.347,neutral,this is a dummy text,0,0,2,2
I chose my avatar to be a donut because I live eating donuts.,0,0,0.515,-0.093,neutral,this is a dummy text,0,0,0,1
I chose my avatar to be a fried egg because I ate a fried egg this morning.,0,0,0.233428571428571,-0.334,neutral,this is a dummy text,0,0,0,1
I took this picture during summer vacation. It is a summer festival. It is a picture of Bon Dance.,0,0,0.616,-0.0291428571428571,neutral,this is a dummy text,0,2,0,0
It is once a year.,0,0,0.084,-0.432,neutral,this is a dummy text,0,0,0,0
"Yes, Bon Dance is performed at night.",0,0,0.492,0.236,neutral,this is a dummy text,0,0,0,0
This is a picture of my band festival. We took it during a school festival. I play the trombone.,0,1,0.497428571428571,0.131428571428571,neutral,this is a dummy text,0,2,0,1
That is nice!,0,2,0.86,-0.116,positive,this is a dummy text,1,0,0,2
Ohh I see.,0,0,0.27,-0.462,neutral,this is a dummy text,0,0,0,2
Only two years.,0,0,0.062,-0.516,neutral,this is a dummy text,0,1,0,0
I took this picture at a festival for girls.,0,0,0.584,0.014,neutral,this is a dummy text,0,2,0,0
"No, this one is at my house.",0,0,0.129,-0.573,neutral,this is a dummy text,0,2,0,0
My grandmother made these dolls in the picture.,0,0,0.49,-0.392,neutral,this is a dummy text,0,2,0,0
This is a soccer match at a field near the place where I live.,0,0,0.356,0.0896,neutral,this is a dummy text,0,0,0,0
I do swimming because I live close to the beach. I also play tag rugby.,0,0,0.397,0.12675,positive,this is a dummy text,0,2,0,0
Do you guys play any sport?,0,0,0.506666666666667,0.221333333333333,neutral,this is a dummy text,0,0,2,2
This is me getting graded. I do Brazilian jiu-jitsu. This is a gray belt which is one from white bell.,0,0,0.0673333333333333,-0.278333333333333,neutral,this is a dummy text,0,2,0,0
"No, white bell is the lowest one.",0,0,-0.0626666666666667,-0.262666666666667,negative,this is a dummy text,0,0,0,0
Do you know karate?,0,1,0.327,0.194,neutral,this is a dummy text,0,0,2,1
Do you do karate?,0,0,0.124,0.666,neutral,this is a dummy text,0,0,2,2
What style do you do?,0,0,0.49,-0.056,neutral,this is a dummy text,0,0,2,2
This is a photo with my friends at a concert in Sydney. We had a really fun night.,0,1,0.6356,0.1384,positive,this is a dummy text,0,2,0,1
I didn’t make my dress but I made my bracelets. Also the decorated parts.,0,0,0.4415,-0.331,neutral,this is a dummy text,0,2,0,0
Do you guys know who Taylor Swift is? Do you know any of her songs?,0,1,0.465666666666667,-0.058,neutral,this is a dummy text,0,0,2,0
What do you listen to?,0,0,0.441,-0.092,neutral,this is a dummy text,0,0,2,2
"No, is it very famous?",0,0,0.832,0.55,neutral,this is a dummy text,0,0,2,2
"My favorite subject at school is English. I like reading and writing. I love everything related to books. And I express my creativity with drama, acting.",0,1,0.500153846153846,-0.0512307692307692,positive,this is a dummy text,0,2,0,0
It sounds fun. What is your favorite thing to cook?,0,2,0.5456,0.1112,positive,this is a dummy text,0,0,2,0
"During Christmas, we meet up with family and we eat lunch. It is during the summer, so we have a barbecue or we go to the beach to swim.",0,1,0.597,-0.046,neutral,this is a dummy text,0,0,0,0
